25, 3926.3772
18, 3967.93
7, 1804.9961
8, 2127.8076
5, 1077.2697
4, 829.0317
5, 1101.872
9, 2642.9348
4, 940.268
2, 503.32416
2, 787.3984
2, 515.90845
2, 970.08954
2, 751.5683
2, 547.7358
10, 2203.046
4, 1255.7925
2, 820.5312
4, 1141.8728
2, 1131.1726
4, 881.11566
2, 471.8354
4, 952.378
4, 1006.361
4, 1521.0349
5, 1315.3453
7, 2212.911
6, 1587.9276
3, 1032.0856
2, 492.92618
3, 1253.4402
2, 638.29224
4, 1317.5265
10, 2225.101
4, 1384.3766
4, 1150.5083
6, 1186.2737
5, 1408.0505
4, 854.31934
4, 1066.0154
5, 1662.7769
3, 804.68854
3, 993.4025
3, 794.50635
7, 2499.5771
2, 647.5168
2, 1117.0857
3, 1014.7808
3, 844.8266
3, 374.06647
3, 1089.9773
3, 702.9588
4, 1153.9648
4, 755.6368
4, 1216.3094
4, 1504.2191
2, 598.8398
2, 681.6197
2, 677.88074
2, 701.30054
11, 2497.4133
6, 1665.8606
16, 3131.8213
12, 2931.7444
9, 1862.6436
30, 3860.4966
10, 2764.9421
9, 2009.2032
16, 3410.1504
5, 1524.7385
8, 1832.4647
13, 3556.3188
12, 3436.0076
11, 2450.8948
24, 3497.351
2, 1137.2697
2, 665.68066
2, 415.88583
2, 883.67694
2, 632.2231
2, 674.8435
2, 719.1142
2, 873.7937
2, 887.8486
2, 541.0115
2, 485.8875
2, 1240.0153
2, 937.673
2, 479.7208
2, 688.4249
2, 581.41986
2, 787.02496
2, 984.75146
2, 393.2219
2, 568.5786
2, 1279.2065
2, 679.6716
2, 782.8808
2, 504.64487
2, 543.6113
2, 844.2104
2, 944.19635
2, 658.332
2, 767.10126
2, 518.5251
2, 965.3008
2, 869.03125
2, 663.95264
2, 604.6065
2, 451.94708
2, 581.0747
2, 576.81525
2, 748.2203
2, 818.8055
2, 351.9547
2, 886.13745
7, 2313.236
5, 1112.4207
2, 857.1692
2, 786.6083
5, 1544.9049
3, 1512.2028
8, 2044.8077
3, 1235.4935
3, 1011.04614
2, 605.2045
3, 755.59863
3, 950.54016
2, 910.28516
2, 646.5934
2, 650.59436
3, 1047.2877
2, 447.20483
2, 508.75916
3, 706.5716
2, 635.5443
4, 1047.5292
2, 666.5026
3, 1220.433
3, 1136.2451
2, 668.90533
2, 501.60324
2, 623.4741
2, 553.75977
4, 819.35046
2, 818.8055
3, 754.29443
4, 1576.554
2, 471.3796
3, 804.84503
3, 1026.4246
3, 1037.4434
3, 893.76294
3, 1268.072
2, 334.3977
2, 834.6569
2, 696.24927
6, 2180.9414
3, 544.3362
2, 997.9804
2, 359.5435
2, 772.1307
2, 824.8683
3, 837.0488
2, 755.15924
3, 600.37463
2, 842.0995
4, 1687.3207
2, 365.8067
2, 1269.4099
3, 741.1315
3, 862.6013
2, 332.35367
3, 732.4003
3, 715.3609
3, 1466.4033
3, 921.38135
3, 1345.5411
2, 898.36066
7, 1878.327
2, 721.97577
2, 682.7906
2, 604.86053
3, 917.47723
2, 727.3419
3, 869.90784
6, 1460.9945
12, 2800.7415
4, 1231.2273
6, 2157.513
2, 643.2085
7, 1652.5775
5, 957.8077
12, 2841.614
2, 933.6067
4, 1184.6877
6, 1325.2465
3, 1389.2688
2, 437.15256
2, 540.6529
3, 937.5914
3, 884.8079
3, 1242.1667
3, 1501.0372
3, 1290.4471
4, 1185.0994
2, 1079.679
2, 758.66516
2, 698.2823
2, 657.5117
3, 713.1038
3, 668.2359
3, 1348.4701
3, 922.35986
2, 509.97446
7, 2321.8796
2, 715.01105
2, 844.6865
2, 1494.267
2, 475.46262
2, 657.74115
2, 765.18646
2, 698.44476
2, 735.80853
2, 871.13727
2, 580.9449
2, 716.24585
2, 527.10626
2, 1163.6381
2, 688.1113
2, 640.5574
2, 1118.2345
2, 346.02826
2, 881.1594
2, 703.69086
2, 244.55786
2, 662.1327
2, 786.41095
2, 1008.83936
2, 436.33762
2, 543.93494
2, 585.0685
2, 628.1226
2, 351.16055
2, 609.7206
2, 424.24243
2, 532.3411
2, 694.814
2, 398.14334
2, 1050.6057
2, 839.4597
2, 542.929
2, 553.61786
2, 1010.2783
2, 993.47546
2, 520.09454
2, 1105.5729
2, 603.5766
2, 807.2569
2, 910.9896
2, 725.04266
2, 1055.0852
2, 588.2791
10, 2294.5232
11, 3133.855
7, 2065.7278
10, 1898.568
5, 1820.048
2, 590.9343
7, 2145.57
