"Latest: Time (ms)","Latest: Sound Pressure","Latest: Offset Pressure (arbitrary)","Run 1: Time (s)","Run 1: Sound Pressure","Run 1: Offset Pressure (arbitrary)"
0,2.78388278388,0.0506952286241,0,2.60073260073,-0.114110332631
0.02,2.21855921856,-0.5146283367,2E-05,2.60073260073,-0.114110332631
0.04,2.21855921856,-0.5146283367,4E-05,2.59829059829,-0.116552335073
0.06,1.80952380952,-0.923663745735,6E-05,2.59829059829,-0.116552335073
0.08,1.80952380952,-0.923663745735,8E-05,2.59584859585,-0.118994337515
0.1,1.9010989011,-0.83208865416,0.0001,2.59584859585,-0.118994337515
0.12,1.9010989011,-0.83208865416,0.00012,2.59706959707,-0.117773336294
0.14,0.894993894994,-1.83819366026,0.00014,2.59706959707,-0.117773336294
0.16,0.894993894994,-1.83819366026,0.00016,2.59340659341,-0.121436339957
0.18,0.912087912088,-1.82109964317,0.00018,2.59340659341,-0.121436339957
0.2,0.912087912088,-1.82109964317,0.0002,2.59584859585,-0.118994337515
0.22,1.09035409035,-1.6428334649,0.00022,2.59584859585,-0.118994337515
0.24,1.09035409035,-1.6428334649,0.00024,2.60805860806,-0.106784325305
0.26,2.40659340659,-0.326594148665,0.00026,2.60805860806,-0.106784325305
0.28,2.40659340659,-0.326594148665,0.00028,2.60561660562,-0.109226327747
0.3,3.15506715507,0.421879599808,0.0003,2.60561660562,-0.109226327747
0.32,3.15506715507,0.421879599808,0.00032,2.59340659341,-0.121436339957
0.34,3.6043956044,0.871208049137,0.00034,2.59340659341,-0.121436339957
0.36,3.6043956044,0.871208049137,0.00036,2.57509157509,-0.139751358272
0.38,4.00488400488,1.27169644963,0.00038,2.57509157509,-0.139751358272
0.4,4.00488400488,1.27169644963,0.0004,2.57020757021,-0.144635363156
0.42,4.35775335775,1.62456580249,0.00042,2.57020757021,-0.144635363156
0.44,4.35775335775,1.62456580249,0.00044,2.54456654457,-0.170276388797
0.46,4.29181929182,1.55863173656,0.00046,2.54456654457,-0.170276388797
0.48,4.29181929182,1.55863173656,0.00048,2.5347985348,-0.180044398565
0.5,2.95604395604,0.222856400785,0.0005,2.5347985348,-0.180044398565
0.52,2.95604395604,0.222856400785,0.00052,2.53357753358,-0.181265399786
0.54,0.28083028083,-2.45235727443,0.00054,2.53357753358,-0.181265399786
0.56,0.28083028083,-2.45235727443,0.00056,2.55433455433,-0.160508379029
0.58,0.139194139194,-2.59399341606,0.00058,2.55433455433,-0.160508379029
0.6,0.139194139194,-2.59399341606,0.0006,2.52991452991,-0.184928403449
0.62,1.86080586081,-0.872381694453,0.00062,2.52991452991,-0.184928403449
0.64,1.86080586081,-0.872381694453,0.00064,2.52380952381,-0.191033409554
0.66,4.34798534799,1.61479779273,0.00066,2.52380952381,-0.191033409554
0.68,4.34798534799,1.61479779273,0.00068,2.49816849817,-0.216674435195
0.7,3.85103785104,1.11785029578,0.0007,2.49816849817,-0.216674435195
0.72,3.85103785104,1.11785029578,0.00072,2.45299145299,-0.261851480372
0.74,0.190476190476,-2.54271136478,0.00074,2.45299145299,-0.261851480372
0.76,0.190476190476,-2.54271136478,0.00076,2.42368742369,-0.291155509676
