"Latest: Time (ms)","Latest: Sound Pressure","Latest: Offset Pressure (arbitrary)","Run 1: Time (s)","Run 1: Sound Pressure","Run 1: Offset Pressure (arbitrary)"
0,2.59096459096,-0.113810397697,0,2.60073260073,-0.114110332631
0.02,2.59096459096,-0.113810397697,2E-05,2.60073260073,-0.114110332631
0.04,2.58241758242,-0.122357406244,4E-05,2.59829059829,-0.116552335073
0.06,2.58241758242,-0.122357406244,6E-05,2.59829059829,-0.116552335073
0.08,2.57142857143,-0.133346417233,8E-05,2.59584859585,-0.118994337515
0.1,2.57142857143,-0.133346417233,0.0001,2.59584859585,-0.118994337515
0.12,2.56166056166,-0.143114427001,0.00012,2.59706959707,-0.117773336294
0.14,2.56166056166,-0.143114427001,0.00014,2.59706959707,-0.117773336294
0.16,2.55189255189,-0.152882436769,0.00016,2.59340659341,-0.121436339957
0.18,2.55189255189,-0.152882436769,0.00018,2.59340659341,-0.121436339957
0.2,2.53968253968,-0.165092448979,0.0002,2.59584859585,-0.118994337515
0.22,2.53968253968,-0.165092448979,0.00022,2.59584859585,-0.118994337515
0.24,2.5347985348,-0.169976453863,0.00024,2.60805860806,-0.106784325305
0.26,2.5347985348,-0.169976453863,0.00026,2.60805860806,-0.106784325305
0.28,2.52747252747,-0.177302461189,0.00028,2.60561660562,-0.109226327747
0.3,2.52747252747,-0.177302461189,0.0003,2.60561660562,-0.109226327747
0.32,2.51648351648,-0.188291472178,0.00032,2.59340659341,-0.121436339957
0.34,2.51648351648,-0.188291472178,0.00034,2.59340659341,-0.121436339957
0.36,2.50793650794,-0.196838480725,0.00036,2.57509157509,-0.139751358272
0.38,2.50793650794,-0.196838480725,0.00038,2.57509157509,-0.139751358272
0.4,2.50305250305,-0.201722485609,0.0004,2.57020757021,-0.144635363156
0.42,2.50305250305,-0.201722485609,0.00042,2.57020757021,-0.144635363156
0.44,2.49328449328,-0.211490495377,0.00044,2.54456654457,-0.170276388797
0.46,2.49328449328,-0.211490495377,0.00046,2.54456654457,-0.170276388797
0.48,2.48107448107,-0.223700507587,0.00048,2.5347985348,-0.180044398565
0.5,2.48107448107,-0.223700507587,0.0005,2.5347985348,-0.180044398565
0.52,2.47374847375,-0.231026514913,0.00052,2.53357753358,-0.181265399786
0.54,2.47374847375,-0.231026514913,0.00054,2.53357753358,-0.181265399786
0.56,2.47008547009,-0.234689518576,0.00056,2.55433455433,-0.160508379029
0.58,2.47008547009,-0.234689518576,0.00058,2.55433455433,-0.160508379029
0.6,2.46398046398,-0.240794524681,0.0006,2.52991452991,-0.184928403449
