"Latest: Time (ms)","Latest: Sound Pressure","Latest: Offset Pressure (arbitrary)","Run 1: Time (s)","Run 1: Sound Pressure","Run 1: Offset Pressure (arbitrary)"
0,2.97557997558,0.236476837836,0,2.60073260073,-0.114110332631
0.02,2.10378510379,-0.635318033959,2E-05,2.60073260073,-0.114110332631
0.04,2.10378510379,-0.635318033959,4E-05,2.59829059829,-0.116552335073
0.06,1.40903540904,-1.33006772871,6E-05,2.59829059829,-0.116552335073
0.08,1.40903540904,-1.33006772871,8E-05,2.59584859585,-0.118994337515
0.1,3.53235653236,0.793253394613,0.0001,2.59584859585,-0.118994337515
0.12,3.53235653236,0.793253394613,0.00012,2.59706959707,-0.117773336294
0.14,4.34798534799,1.60888221024,0.00014,2.59706959707,-0.117773336294
0.16,4.34798534799,1.60888221024,0.00016,2.59340659341,-0.121436339957
0.18,4.31135531136,1.57225217361,0.00018,2.59340659341,-0.121436339957
0.2,4.31135531136,1.57225217361,0.0002,2.59584859585,-0.118994337515
0.22,4.29914529915,1.5600421614,0.00022,2.59584859585,-0.118994337515
0.24,4.29914529915,1.5600421614,0.00024,2.60805860806,-0.106784325305
0.26,3.6043956044,0.865292466652,0.00026,2.60805860806,-0.106784325305
0.28,3.6043956044,0.865292466652,0.00028,2.60561660562,-0.109226327747
0.3,2.00610500611,-0.732998131639,0.0003,2.60561660562,-0.109226327747
0.32,2.00610500611,-0.732998131639,0.00032,2.59340659341,-0.121436339957
0.34,0.84126984127,-1.89783329647,0.00034,2.59340659341,-0.121436339957
0.36,0.84126984127,-1.89783329647,0.00036,2.57509157509,-0.139751358272
0.38,1.32356532357,-1.41553781418,0.00038,2.57509157509,-0.139751358272
0.4,1.32356532357,-1.41553781418,0.0004,2.57020757021,-0.144635363156
0.42,0.241758241758,-2.49734489599,0.00042,2.57020757021,-0.144635363156
0.44,0.241758241758,-2.49734489599,0.00044,2.54456654457,-0.170276388797
0.46,0.152625152625,-2.58647798512,0.00046,2.54456654457,-0.170276388797
0.48,0.152625152625,-2.58647798512,0.00048,2.5347985348,-0.180044398565
0.5,2.46398046398,-0.275122673763,0.0005,2.5347985348,-0.180044398565
0.52,2.46398046398,-0.275122673763,0.00052,2.53357753358,-0.181265399786
0.54,4.35653235653,1.61742921879,0.00054,2.53357753358,-0.181265399786
0.56,4.35653235653,1.61742921879,0.00056,2.55433455433,-0.160508379029
0.58,4.35286935287,1.61376621513,0.00058,2.55433455433,-0.160508379029
0.6,4.35286935287,1.61376621513,0.0006,2.52991452991,-0.184928403449
0.62,3.53601953602,0.796916398276,0.00062,2.52991452991,-0.184928403449
0.64,3.53601953602,0.796916398276,0.00064,2.52380952381,-0.191033409554
0.66,1.77289377289,-0.96620936485,0.00066,2.52380952381,-0.191033409554
0.68,1.77289377289,-0.96620936485,0.00068,2.49816849817,-0.216674435195
0.7,1.23565323565,-1.50344990209,0.0007,2.49816849817,-0.216674435195
0.72,1.23565323565,-1.50344990209,0.00072,2.45299145299,-0.261851480372
0.74,2.44688644689,-0.292216690857,0.00074,2.45299145299,-0.261851480372
0.76,2.44688644689,-0.292216690857,0.00076,2.42368742369,-0.291155509676
0.78,4.29792429792,1.55882116018,0.00078,2.42368742369,-0.291155509676
0.8,4.29792429792,1.55882116018,0.0008,2.48473748474,-0.230105448626
0.82,3.96214896215,1.22304582441,0.00082,2.48473748474,-0.230105448626
0.84,3.96214896215,1.22304582441,0.00084,2.53601953602,-0.178823397344
0.86,1.19291819292,-1.54618494483,0.00086,2.53601953602,-0.178823397344
0.88,1.19291819292,-1.54618494483,0.00088,2.50793650794,-0.206906425427
0.9,0.201465201465,-2.53763793628,0.0009,2.50793650794,-0.206906425427
