"Latest: Time (ms)","Latest: Sound Pressure","Latest: Offset Pressure (arbitrary)","Run 1: Time (s)","Run 1: Sound Pressure","Run 1: Offset Pressure (arbitrary)"
0,2.70207570208,-0.0689882777048,0,2.60073260073,-0.114110332631
0.02,4.33211233211,1.56104835233,2E-05,2.60073260073,-0.114110332631
0.04,4.33211233211,1.56104835233,4E-05,2.59829059829,-0.116552335073
0.06,4.3663003663,1.59523638652,6E-05,2.59829059829,-0.116552335073
0.08,4.3663003663,1.59523638652,8E-05,2.59584859585,-0.118994337515
0.1,4.37118437118,1.6001203914,0.0001,2.59584859585,-0.118994337515
0.12,4.37118437118,1.6001203914,0.00012,2.59706959707,-0.117773336294
0.14,4.35775335775,1.58668937797,0.00014,2.59706959707,-0.117773336294
0.16,4.35775335775,1.58668937797,0.00016,2.59340659341,-0.121436339957
0.18,4.1978021978,1.42673821802,0.00018,2.59340659341,-0.121436339957
0.2,4.1978021978,1.42673821802,0.0002,2.59584859585,-0.118994337515
0.22,1.92185592186,-0.849208057925,0.00022,2.59584859585,-0.118994337515
0.24,1.92185592186,-0.849208057925,0.00024,2.60805860806,-0.106784325305
0.26,0.135531135531,-2.63553284425,0.00026,2.60805860806,-0.106784325305
0.28,0.135531135531,-2.63553284425,0.00028,2.60561660562,-0.109226327747
0.3,0.345543345543,-2.42552063424,0.0003,2.60561660562,-0.109226327747
0.32,0.345543345543,-2.42552063424,0.00032,2.59340659341,-0.121436339957
0.34,3.82051282051,1.04944884073,0.00034,2.59340659341,-0.121436339957
0.36,3.82051282051,1.04944884073,0.00036,2.57509157509,-0.139751358272
0.38,3.64468864469,0.873624664908,0.00038,2.57509157509,-0.139751358272
0.4,3.64468864469,0.873624664908,0.0004,2.57020757021,-0.144635363156
0.42,0.255189255189,-2.51587472459,0.00042,2.57020757021,-0.144635363156
0.44,0.255189255189,-2.51587472459,0.00044,2.54456654457,-0.170276388797
0.46,0.124542124542,-2.64652185524,0.00046,2.54456654457,-0.170276388797
0.48,0.124542124542,-2.64652185524,0.00048,2.5347985348,-0.180044398565
0.5,0.169719169719,-2.60134481006,0.0005,2.5347985348,-0.180044398565
0.52,0.169719169719,-2.60134481006,0.00052,2.53357753358,-0.181265399786
0.54,3.69841269841,0.927348718632,0.00054,2.53357753358,-0.181265399786
0.56,3.69841269841,0.927348718632,0.00056,2.55433455433,-0.160508379029
