"Latest: Time (ms)","Latest: Sound Pressure","Latest: Offset Pressure (arbitrary)","Run 1: Time (s)","Run 1: Sound Pressure","Run 1: Offset Pressure (arbitrary)"
0,3.73748473748,0.970842920463,0,2.60073260073,-0.114110332631
0.02,1.27228327228,-1.49435854474,2E-05,2.60073260073,-0.114110332631
0.04,1.27228327228,-1.49435854474,4E-05,2.59829059829,-0.116552335073
0.06,0.600732600733,-2.16590921629,6E-05,2.59829059829,-0.116552335073
0.08,0.600732600733,-2.16590921629,8E-05,2.59584859585,-0.118994337515
0.1,2.72527472527,-0.0413670917469,0.0001,2.59584859585,-0.118994337515
0.12,2.72527472527,-0.0413670917469,0.00012,2.59706959707,-0.117773336294
0.14,4.21001221001,1.44337039299,0.00014,2.59706959707,-0.117773336294
0.16,4.21001221001,1.44337039299,0.00016,2.59340659341,-0.121436339957
0.18,4.3663003663,1.59965854928,0.00018,2.59340659341,-0.121436339957
0.2,4.3663003663,1.59965854928,0.0002,2.59584859585,-0.118994337515
0.22,4.35775335775,1.59111154073,0.00022,2.59584859585,-0.118994337515
0.24,4.35775335775,1.59111154073,0.00024,2.60805860806,-0.106784325305
0.26,3.7094017094,0.94275989238,0.00026,2.60805860806,-0.106784325305
0.28,3.7094017094,0.94275989238,0.00028,2.60561660562,-0.109226327747
0.3,4.34798534799,1.58134353096,0.0003,2.60561660562,-0.109226327747
0.32,4.34798534799,1.58134353096,0.00032,2.59340659341,-0.121436339957
0.34,4.35409035409,1.58744853707,0.00034,2.59340659341,-0.121436339957
0.36,4.35409035409,1.58744853707,0.00036,2.57509157509,-0.139751358272
0.38,3.05006105006,0.283419233039,0.00038,2.57509157509,-0.139751358272
0.4,3.05006105006,0.283419233039,0.0004,2.57020757021,-0.144635363156
0.42,0.307692307692,-2.45894950933,0.00042,2.57020757021,-0.144635363156
0.44,0.307692307692,-2.45894950933,0.00044,2.54456654457,-0.170276388797
0.46,0.156288156288,-2.61035366073,0.00046,2.54456654457,-0.170276388797
0.48,0.156288156288,-2.61035366073,0.00048,2.5347985348,-0.180044398565
0.5,1.29792429792,-1.4687175191,0.0005,2.5347985348,-0.180044398565
0.52,1.29792429792,-1.4687175191,0.00052,2.53357753358,-0.181265399786
0.54,1.85103785104,-0.915603965984,0.00054,2.53357753358,-0.181265399786
0.56,1.85103785104,-0.915603965984,0.00056,2.55433455433,-0.160508379029
0.58,0.169719169719,-2.5969226473,0.00058,2.55433455433,-0.160508379029
0.6,0.169719169719,-2.5969226473,0.0006,2.52991452991,-0.184928403449
0.62,0.136752136752,-2.62988968027,0.00062,2.52991452991,-0.184928403449
0.64,0.136752136752,-2.62988968027,0.00064,2.52380952381,-0.191033409554
0.66,0.334554334554,-2.43208748247,0.00066,2.52380952381,-0.191033409554
0.68,0.334554334554,-2.43208748247,0.00068,2.49816849817,-0.216674435195
0.7,3.33089133089,0.56424951387,0.0007,2.49816849817,-0.216674435195
0.72,3.33089133089,0.56424951387,0.00072,2.45299145299,-0.261851480372
0.74,4.36996336996,1.60332155294,0.00074,2.45299145299,-0.261851480372
0.76,4.36996336996,1.60332155294,0.00076,2.42368742369,-0.291155509676
0.78,4.35409035409,1.58744853707,0.00078,2.42368742369,-0.291155509676
0.8,4.35409035409,1.58744853707,0.0008,2.48473748474,-0.230105448626
0.82,4.1514041514,1.38476233438,0.00082,2.48473748474,-0.230105448626
0.84,4.1514041514,1.38476233438,0.00084,2.53601953602,-0.178823397344
0.86,4.3199023199,1.55326050288,0.00086,2.53601953602,-0.178823397344
0.88,4.3199023199,1.55326050288,0.00088,2.50793650794,-0.206906425427
0.9,4.35897435897,1.59233254195,0.0009,2.50793650794,-0.206906425427
0.92,4.35897435897,1.59233254195,0.00092,2.4590964591,-0.255746474267
0.94,4.35409035409,1.58744853707,0.00094,2.4590964591,-0.255746474267
0.96,4.35409035409,1.58744853707,0.00096,2.38217338217,-0.332669551191
0.98,3.5409035409,0.774261723882,0.00098,2.38217338217,-0.332669551191
1,3.5409035409,0.774261723882,0.001,2.32967032967,-0.385172603694
