"Latest: Time (ms)","Latest: Sound Pressure","Latest: Offset Pressure (arbitrary)","Run 1: Time (s)","Run 1: Sound Pressure","Run 1: Offset Pressure (arbitrary)"
0,2.96947496947,0.228315999607,0,2.60073260073,-0.114110332631
0.02,3.56166056166,0.820501591793,2E-05,2.60073260073,-0.114110332631
0.04,3.56166056166,0.820501591793,4E-05,2.59829059829,-0.116552335073
0.06,3.79365079365,1.05249182378,6E-05,2.59829059829,-0.116552335073
0.08,3.79365079365,1.05249182378,8E-05,2.59584859585,-0.118994337515
0.1,3.4652014652,0.724042495334,0.0001,2.59584859585,-0.118994337515
0.12,3.4652014652,0.724042495334,0.00012,2.59706959707,-0.117773336294
0.14,3.48717948718,0.746020517312,0.00014,2.59706959707,-0.117773336294
0.16,3.48717948718,0.746020517312,0.00016,2.59340659341,-0.121436339957
0.18,3.85592185592,1.11476288605,0.00018,2.59340659341,-0.121436339957
0.2,3.85592185592,1.11476288605,0.0002,2.59584859585,-0.118994337515
0.22,4.30769230769,1.56653333782,0.00022,2.59584859585,-0.118994337515
0.24,4.30769230769,1.56653333782,0.00024,2.60805860806,-0.106784325305
0.26,4.25518925519,1.51403028532,0.00026,2.60805860806,-0.106784325305
0.28,4.25518925519,1.51403028532,0.00028,2.60561660562,-0.109226327747
0.3,3.14041514042,0.399256170548,0.0003,2.60561660562,-0.109226327747
0.32,3.14041514042,0.399256170548,0.00032,2.59340659341,-0.121436339957
0.34,1.12576312576,-1.6153958441,0.00034,2.59340659341,-0.121436339957
0.36,1.12576312576,-1.6153958441,0.00036,2.57509157509,-0.139751358272
0.38,0.166056166056,-2.57510280381,0.00038,2.57509157509,-0.139751358272
0.4,0.166056166056,-2.57510280381,0.0004,2.57020757021,-0.144635363156
0.42,0.843711843712,-1.89744712616,0.00042,2.57020757021,-0.144635363156
0.44,0.843711843712,-1.89744712616,0.00044,2.54456654457,-0.170276388797
0.46,3.48351648352,0.742357513649,0.00046,2.54456654457,-0.170276388797
0.48,3.48351648352,0.742357513649,0.00048,2.5347985348,-0.180044398565
0.5,3.96947496947,1.22831599961,0.0005,2.5347985348,-0.180044398565
0.52,3.96947496947,1.22831599961,0.00052,2.53357753358,-0.181265399786
