x_roll, y_pitch, z_yaw
0.0, 0.0, 0.0
2.22, -0.03, -90.28
2.25, -0.08, -90.26
2.2, -0.05, -90.27
2.22, -0.06, -90.28
2.22, -0.06, -90.28
2.27, -0.07, -90.28
1.95, -0.08, -90.27
2.24, -0.05, -90.28
2.08, -0.04, -90.27
2.15, -0.07, -90.31
2.23, -0.1, -90.28
2.19, -0.06, -90.31
2.29, -0.01, -90.27
2.3, -0.08, -90.25
2.27, -0.11, -90.25
2.23, -0.11, -90.28
2.25, -0.08, -90.29
2.38, -0.03, -90.32
2.23, -0.05, -90.32
2.29, 0.06, -90.3
2.29, 0.0, -90.28
2.45, 0.03, -90.3
2.29, -0.0, -90.26
2.15, 0.02, -90.23
2.38, 0.12, -90.23
2.27, -0.09, -90.21
2.41, -0.0, -90.24
2.34, -0.07, -90.16
2.26, -0.07, -90.14
2.23, -0.05, -90.28
2.33, -0.08, -90.3
2.39, -0.05, -90.33
2.45, -0.1, -90.32
2.27, -0.14, -90.38
2.26, -0.02, -90.31
2.3, -0.08, -90.31
2.17, -0.07, -90.38
2.24, -0.11, -90.38
2.29, -0.08, -90.39
2.33, -0.04, -90.35
2.26, -0.11, -90.38
2.24, -0.09, -90.39
2.33, -0.09, -90.37
2.24, -0.02, -90.33
2.32, 0.02, -90.24
2.54, 0.03, -90.22
2.31, -0.05, -90.28
2.21, 0.02, -90.33
2.27, 0.05, -90.22
2.3, 0.05, -90.17
2.27, -0.04, -90.18
2.33, -0.06, -90.18
2.3, -0.09, -90.21
2.2, -0.04, -90.2
2.31, -0.03, -90.24
2.3, -0.01, -90.3
2.17, -0.05, -90.3
2.13, -0.1, -90.28
2.14, -0.03, -90.31
2.2, -0.05, -90.2
2.21, -0.05, -90.18
2.32, -0.1, -90.24
2.24, -0.08, -90.26
2.16, -0.07, -90.24
2.3, -0.07, -90.26
2.3, -0.06, -90.27
2.26, -0.06, -90.26
2.21, 0.05, -90.24
2.19, 0.05, -90.19
2.25, -0.05, -90.24
2.33, -0.01, -90.26
2.18, -0.01, -90.34
2.15, -0.0, -90.28
2.29, -0.04, -90.31
2.4, -0.12, -90.3
2.24, -0.14, -90.31
2.3, -0.11, -90.33
