x_roll, y_pitch, z_yaw
0.0, 0.0, 0.0
2.29, -0.02, -89.32
2.28, -0.07, -89.33
2.22, -0.1, -89.35
2.43, -0.06, -89.35
2.44, -0.06, -89.33
2.42, -0.09, -89.34
2.38, -0.09, -89.34
2.27, -0.08, -89.32
2.3, -0.04, -89.33
2.21, -0.19, -89.32
2.34, -0.11, -89.34
2.3, -0.11, -89.39
2.47, -0.12, -89.33
2.27, -0.09, -89.37
2.28, -0.11, -89.37
2.18, -0.22, -89.37
2.31, -0.09, -89.33
2.3, -0.14, -89.35
2.33, -0.01, -89.31
2.31, -0.09, -89.24
2.32, -0.0, -89.31
2.13, -0.1, -89.29
2.25, -0.05, -89.31
2.3, -0.06, -89.33
2.32, -0.15, -89.34
2.26, -0.21, -89.3
2.28, -0.18, -89.3
2.38, -0.17, -89.32
2.32, -0.17, -89.33
2.22, -0.14, -89.38
2.32, -0.16, -89.34
2.45, -0.14, -89.3
2.3, -0.18, -89.28
2.26, -0.1, -89.27
2.32, -0.18, -89.31
2.5, -0.11, -89.31
2.38, -0.08, -89.35
2.32, -0.16, -89.33
2.41, -0.13, -89.32
2.43, -0.14, -89.3
2.46, 0.04, -89.31
2.23, -0.06, -89.27
2.5, -0.05, -89.3
2.32, -0.09, -89.32
2.27, -0.11, -89.33
2.28, -0.07, -89.28
2.29, -0.06, -89.31
2.2, 0.02, -89.3
2.35, -0.07, -89.26
2.27, -0.17, -89.28
2.36, -0.13, -89.27
2.46, -0.06, -89.33
2.26, -0.06, -89.32
2.35, -0.04, -89.32
2.35, -0.11, -89.35
2.37, -0.02, -89.34
2.26, -0.01, -89.35
2.24, -0.04, -89.35
2.39, -0.17, -89.31
2.36, -0.06, -89.3
2.23, -0.11, -89.33
2.28, -0.08, -89.3
2.26, -0.06, -89.26
2.32, -0.12, -89.31
2.32, -0.08, -89.29
2.31, -0.07, -89.29
2.42, -0.05, -89.36
2.46, -0.18, -89.35
2.28, -0.11, -89.4
2.39, -0.14, -89.38
2.39, -0.17, -89.36
2.28, -0.0, -89.34
2.16, -0.14, -89.32
2.44, -0.12, -89.3
2.47, -0.03, -89.28
2.28, -0.05, -89.27
2.27, -0.17, -89.27
2.3, -0.12, -89.39
2.24, -0.18, -89.45
2.24, -0.15, -89.42
2.27, -0.07, -89.41
2.24, -0.08, -89.38
2.25, -0.11, -89.37
2.27, -0.08, -89.36
2.31, -0.1, -89.39
2.25, -0.08, -89.39
2.22, -0.09, -89.37
2.24, -0.1, -89.38
2.26, -0.2, -89.36
2.23, -0.19, -89.38
2.35, -0.08, -89.4
2.38, -0.11, -89.38
2.35, -0.17, -89.38
2.32, -0.15, -89.4
2.33, -0.1, -89.41
2.38, -0.08, -89.38
2.38, -0.12, -89.35
2.32, 0.02, -89.32
2.32, -0.14, -89.3
2.28, -0.1, -89.29
2.3, -0.12, -89.3
2.33, -0.08, -89.3
2.31, -0.02, -89.3
2.27, 0.01, -89.31
2.3, -0.01, -89.3
2.31, 0.04, -89.3
2.42, 0.03, -89.3
2.36, -0.06, -89.25
2.39, -0.1, -89.3
2.27, -0.12, -89.33
2.35, -0.03, -89.38
2.39, -0.06, -89.36
2.35, -0.01, -89.36
2.44, -0.02, -89.31
2.36, -0.06, -89.27
2.37, -0.07, -89.3
2.41, -0.06, -89.31
2.37, -0.08, -89.31
2.42, -0.09, -89.31
2.4, -0.04, -89.35
2.38, -0.06, -89.39
2.31, -0.06, -89.38
2.28, -0.06, -89.33
2.31, -0.08, -89.33
2.24, -0.1, -89.32
2.23, -0.1, -89.33
2.25, -0.1, -89.34
2.4, -0.21, -89.33
2.38, -0.12, -89.36
2.34, -0.1, -89.4
2.33, -0.11, -89.4
2.25, -0.09, -89.38
2.17, -0.12, -89.39
2.17, -0.1, -89.39
2.2, 0.0, -89.4
2.06, 0.03, -89.41
2.27, 0.05, -89.39
2.29, -0.11, -89.39
2.3, 0.11, -89.37
2.24, 0.04, -89.33
2.19, 0.03, -89.33
2.24, 0.0, -89.33
2.35, -0.01, -89.33
2.38, -0.03, -89.33
2.41, -0.08, -89.34
2.29, -0.04, -89.37
2.33, -0.05, -89.33
2.34, -0.07, -89.34
2.25, -0.13, -89.34
