x_roll, y_pitch, z_yaw
0.0, 0.0, 0.0
2.18, -0.04, -91.07
2.16, -0.05, -91.07
2.17, -0.08, -91.06
2.14, -0.11, -91.07
2.19, -0.07, -91.05
2.2, -0.06, -91.04
2.29, -0.07, -91.06
2.25, -0.09, -91.13
2.25, -0.15, -91.16
2.34, -0.08, -91.28
2.32, -0.08, -91.4
2.18, -0.1, -91.49
2.23, -0.07, -91.54
2.22, -0.11, -91.57
2.29, -0.07, -91.64
2.28, -0.1, -91.72
2.27, -0.09, -91.74
2.23, -0.08, -91.91
2.26, -0.09, -91.93
2.29, -0.07, -91.95
2.19, -0.1, -91.99
2.33, -0.1, -92.03
2.24, -0.16, -92.25
2.28, -0.14, -92.24
2.36, -0.08, -92.04
2.34, -0.11, -91.95
2.15, -0.03, -91.89
2.28, -0.05, -91.89
2.39, -0.09, -91.88
2.38, -0.07, -91.89
2.33, -0.08, -91.91
2.24, -0.12, -92.09
2.62, -0.56, -92.49
2.32, -0.08, -91.28
2.21, 0.09, -91.02
2.35, 0.25, -90.89
2.2, 0.04, -90.69
2.39, 0.12, -90.72
2.35, -0.01, -90.84
2.27, -0.01, -90.82
2.28, -0.06, -90.84
2.16, 0.04, -90.4
2.21, 0.16, -90.06
2.3, -0.02, -90.02
2.12, 0.05, -89.75
2.2, 0.0, -89.67
2.25, -0.0, -89.59
2.22, -0.05, -89.51
2.26, 0.0, -89.52
2.15, 0.01, -89.49
2.3, 0.04, -89.41
2.15, -0.04, -89.5
2.04, 0.03, -89.49
2.08, -0.03, -89.41
2.28, -0.01, -89.3
2.25, 0.02, -89.24
2.23, -0.06, -89.2
2.25, -0.01, -89.17
2.16, -0.02, -89.12
2.18, -0.04, -89.09
2.26, -0.01, -89.08
2.22, -0.01, -89.03
2.26, -0.02, -89.08
2.24, -0.0, -89.14
2.18, 0.01, -89.22
2.26, -0.02, -89.3
2.18, -0.06, -89.31
2.21, -0.02, -89.34
2.23, -0.02, -89.29
2.23, -0.03, -89.32
2.23, -0.06, -89.34
2.16, -0.02, -89.33
2.24, -0.04, -89.29
2.09, -0.04, -89.29
2.03, -0.0, -89.29
2.18, -0.04, -89.36
2.26, -0.06, -89.32
2.21, -0.0, -89.31
2.12, -0.06, -89.31
2.16, -0.04, -89.36
2.22, -0.07, -89.4
2.22, -0.02, -89.35
2.21, -0.02, -89.36
2.14, -0.03, -89.3
2.25, -0.0, -89.31
2.28, -0.02, -89.26
2.18, -0.01, -89.26
2.25, 0.03, -89.24
2.19, -0.04, -89.21
2.13, 0.01, -89.24
2.21, -0.02, -89.22
2.13, -0.06, -89.24
2.2, -0.0, -89.31
2.19, -0.05, -89.29
2.2, -0.02, -89.32
2.25, -0.04, -89.33
2.23, -0.0, -89.35
2.22, -0.02, -89.35
2.18, -0.03, -89.28
2.18, -0.01, -89.34
2.22, 0.03, -89.34
2.17, -0.02, -89.4
2.26, 0.01, -89.38
2.21, -0.02, -89.33
2.2, -0.04, -89.35
2.22, -0.03, -89.39
2.23, -0.03, -89.38
2.2, -0.04, -89.39
2.27, -0.01, -89.35
2.28, -0.04, -89.34
2.23, -0.06, -89.33
2.17, -0.06, -89.36
2.23, -0.01, -89.36
2.23, 0.0, -89.34
2.2, -0.05, -89.32
2.27, -0.02, -89.3
2.27, -0.01, -89.32
2.16, -0.01, -89.29
2.31, -0.04, -89.32
2.18, -0.03, -89.37
2.1, -0.07, -89.43
2.14, -0.06, -89.43
2.24, -0.04, -89.42
2.23, -0.04, -89.4
2.22, 0.03, -89.34
2.22, 0.05, -89.33
2.29, 0.01, -89.33
2.18, -0.01, -89.32
2.22, -0.01, -89.37
2.22, 0.0, -89.33
2.22, 0.0, -89.31
2.3, -0.01, -89.28
2.25, -0.03, -89.3
2.33, -0.01, -89.37
2.26, 0.01, -89.4
2.21, -0.02, -89.34
2.21, -0.04, -89.32
2.23, -0.03, -89.32
2.19, -0.01, -89.29
2.2, -0.03, -89.3
2.27, -0.02, -89.32
2.26, -0.02, -89.32
2.24, 0.01, -89.28
2.22, -0.01, -89.3
2.24, -0.03, -89.31
2.2, -0.04, -89.36
2.16, -0.08, -89.39
2.21, -0.03, -89.4
2.19, -0.02, -89.42
2.22, 0.01, -89.43
2.13, 0.01, -89.44
2.22, 0.0, -89.41
2.22, 0.0, -89.43
2.14, -0.04, -89.36
2.24, -0.01, -89.34
2.21, -0.04, -89.3
2.26, -0.03, -89.3
2.21, -0.02, -89.31
2.27, 0.01, -89.32
2.2, -0.05, -89.32
2.2, -0.07, -89.34
2.06, -0.11, -89.36
2.31, -0.07, -89.4
2.29, -0.1, -89.36
2.2, -0.01, -89.37
2.24, 0.0, -89.35
2.22, -0.04, -89.36
2.35, -0.04, -89.34
2.29, -0.03, -89.33
2.12, -0.03, -89.35
2.24, -0.1, -89.33
2.22, -0.04, -89.3
