x,y,z,x0,y0,z0
386.9578924967618,-351.42303874393474,-0.020832346174522173,250.18722700726602,206.29222452159053,0
380.3986567568427,-341.3329859120997,-4.128503070678034,266.79609503313606,205.7120499653946,0
,,,,,0
585.040026686042,417.72401025092074,122.94819741938421,635.1411581182516,-315.9416637632688,0
573.9716548740183,418.69662711816744,128.4349973929043,625.8348486883338,-311.8463139556474,0
,,,,,0
585.040026686042,417.72401025092074,122.94819741938421,635.1411581182516,-315.9416637632688,0
595.6892514565228,416.2649540742918,117.94035060411274,641.5865566353613,-310.6006450558115,0
,,,,,0
585.040026686042,417.72401025092074,122.94819741938421,635.1411581182516,-315.9416637632688,0
590.3367491430978,420.82354999772843,124.95715185078076,643.2786128962092,-319.490966930157,0
,,,,,0
-1013.5174272034782,36.756124305256336,-48.983761485990044,-1074.39226199344,-17.26268310401386,0
-1118.154786044026,43.39611801877703,-15.787208510263907,-1219.408162649453,-29.59139242060023,0
,,,,,0
-1013.5174272034782,36.756124305256336,-48.983761485990044,-1074.39226199344,-17.26268310401386,0
-955.2720357257241,34.03448566937364,6.589076555514868,-1064.640674599891,-61.28769353609595,0
,,,,,0
-1013.5174272034782,36.756124305256336,-48.983761485990044,-1074.39226199344,-17.26268310401386,0
-1016.9507631480686,36.9141693378579,-52.32722499971397,-1075.6279083406566,-14.754281346610808,0
,,,,,0
858.8811854268182,-219.2605489698667,-97.14157984291998,911.4138703703798,228.91903220898698,0
910.1141033110107,-226.66872458217608,-112.39306542080037,983.6490879447331,227.8695988206362,0
,,,,,0
858.8811854268182,-219.2605489698667,-97.14157984291998,911.4138703703798,228.91903220898698,0
894.4471499315327,-249.8367404902807,-100.48093807782297,920.3082976835041,259.82185929907035,0
,,,,,0
858.8811854268182,-219.2605489698667,-97.14157984291998,911.4138703703798,228.91903220898698,0
849.964488065228,-236.4172330814312,-100.91137741256122,892.5674805779372,229.20058750791614,0
,,,,,0
858.8811854268182,-219.2605489698667,-97.14157984291998,911.4138703703798,228.91903220898698,0
835.6288627209437,-180.90610654574309,-104.20355232331062,906.4044932846743,211.12132450317094,0
,,,,,0
522.6450999081418,85.81276965933428,-99.11801149019186,737.7220688847003,4.4256069190728535,0
529.5026036915436,85.09272391840452,-101.92502518877862,746.3827252683818,7.991974043692322,0
,,,,,0
522.6450999081418,85.81276965933428,-99.11801149019186,737.7220688847003,4.4256069190728535,0
493.5878569798168,2.652849735517043,-52.011127606971066,646.7295171099978,61.888483908151656,0
,,,,,0
522.6450999081418,85.81276965933428,-99.11801149019186,737.7220688847003,4.4256069190728535,0
436.5947972835968,107.45542679550752,-115.87779956566986,642.3880569689476,4.408542961947779,0
,,,,,0
522.6450999081418,85.81276965933428,-99.11801149019186,737.7220688847003,4.4256069190728535,0
553.9598323934084,117.21551689581293,-90.94369153286225,769.0139777461495,-15.385647775394398,0
,,,,,0
424.12700972591864,71.69931382990838,-22.75232572270691,567.0804214475982,-8.09080593013297,0
422.02894982378575,73.16594043049841,-14.070992157210547,550.3045741859598,-18.320648470624043,0
,,,,,0
424.12700972591864,71.69931382990838,-22.75232572270691,567.0804214475982,-8.09080593013297,0
387.3462423056219,42.37204437479324,-17.49816945805236,527.3950229803296,4.809545963783646,0
,,,,,0
424.12700972591864,71.69931382990838,-22.75232572270691,567.0804214475982,-8.09080593013297,0
416.40142460676964,66.44977777768975,-21.067604958583846,555.915076521064,-6.341750283285851,0
,,,,,0
424.12700972591864,71.69931382990838,-22.75232572270691,567.0804214475982,-8.09080593013297,0
485.89438541549083,102.73012496694619,-38.4604669343929,636.9222699711929,-27.603441367939734,0
,,,,,0
577.8294862959509,-406.2883813325791,-36.95251528138032,425.42636941328004,281.18593412889965,0
595.1766465211181,-427.09050012022055,-39.514607479190985,456.86299361366065,280.73373925447606,0
,,,,,0
577.8294862959509,-406.2883813325791,-36.95251528138032,425.42636941328004,281.18593412889965,0
569.7155761850437,-395.2067651774075,-37.53401466897188,408.895425031085,281.4760214073007,0
,,,,,0
-1018.9649238485373,33.839363350216374,268.6745881653248,-1346.0674792750742,-182.54417575800204,0
-1024.9236580054423,38.91754572929917,283.71322309349745,-1344.4644786063195,-188.6872004691311,0
,,,,,0
-1018.9649238485373,33.839363350216374,268.6745881653248,-1346.0674792750742,-182.54417575800204,0
-1024.2713719154285,33.92095784286815,273.27466018902516,-1355.1845455708049,-182.21142858587896,0
,,,,,0
-1018.9649238485373,33.839363350216374,268.6745881653248,-1346.0674792750742,-182.54417575800204,0
-1082.8405554589542,38.60902570034119,195.85361144498358,-1356.2754765806721,-141.92342485330448,0
,,,,,0
-1018.9649238485373,33.839363350216374,268.6745881653248,-1346.0674792750742,-182.54417575800204,0
-932.6448762605091,31.93907086733767,194.8152432340852,-1202.0423220852524,-170.30931820711916,0
,,,,,0
-1213.9582820728237,46.07802701873972,-141.61042369979472,-1251.590627438164,67.60490968084788,0
-1202.369914950156,42.64293620118699,-194.6662233177889,-1261.9210761842744,110.19654768047464,0
,,,,,0
-1213.9582820728237,46.07802701873972,-141.61042369979472,-1251.590627438164,67.60490968084788,0
-1217.221936686419,46.378888721291744,-139.6941011773737,-1259.8616656034708,66.90528742235152,0
,,,,,0
-1213.9582820728237,46.07802701873972,-141.61042369979472,-1251.590627438164,67.60490968084788,0
-1156.5624615731613,43.3829395751781,-96.3667320501518,-1241.3492342857287,25.405742704797557,0
,,,,,0
344.1472910084772,-8.528913741151985,0.4210625507474859,342.4710848744414,-20.75226241884244,0
309.2338423265738,10.194655250612016,-25.732683438006973,432.9849628386758,0.7568560498842375,0
,,,,,0
344.1472910084772,-8.528913741151985,0.4210625507474859,342.4710848744414,-20.75226241884244,0
350.08859689125836,-15.162037898453105,6.2654492577128815,331.0385731700451,-14.387406259631323,0
,,,,,0
-491.2138132575924,0.18713848120392684,-123.66950261610867,-460.32055493089706,-20.291535565553232,0
-497.30401025709233,-0.024032461054663147,-133.61391762763523,-461.9235555980697,-14.413002196228286,0
,,,,,0
-491.2138132575924,0.18713848120392684,-123.66950261610867,-460.32055493089706,-20.291535565553232,0
-562.2958754098995,5.32772645614248,-73.9066092145549,-559.4171656351381,-29.122133588445365,0
,,,,,0
-491.2138132575924,0.18713848120392684,-123.66950261610867,-460.32055493089706,-20.291535565553232,0
-445.73745813865116,1.2098687953232132,-55.145563159886684,-449.7452033053432,-62.58455430851951,0
,,,,,0
-714.2375470838283,38.42299581981854,95.15788909028034,-868.8519541921681,-148.42479267254737,0
-717.7180797904439,41.97468179375169,103.97128546716301,-867.738759285464,-152.8528896522919,0
,,,,,0
-714.2375470838283,38.42299581981854,95.15788909028034,-868.8519541921681,-148.42479267254737,0
-721.1028045603175,36.77235146946084,92.9809126022187,-878.9486320072539,-149.30358648540374,0
,,,,,0
-714.2375470838283,38.42299581981854,95.15788909028034,-868.8519541921681,-148.42479267254737,0
-711.7508460960444,21.392063512816772,77.92507781684552,-870.4660868093412,-142.05993651333623,0
,,,,,0
-714.2375470838283,38.42299581981854,95.15788909028034,-868.8519541921681,-148.42479267254737,0
-707.2723902612928,38.34867423825562,92.35200509613144,-858.9667834096883,-147.61425469000997,0
,,,,,0
745.8154341749447,-323.2163104811143,-79.90058949116666,734.1264493319803,266.4512068000856,0
719.3513893634236,-298.047321960411,-78.36427994665834,726.0223904024419,239.1403427706124,0
,,,,,0
745.8154341749447,-323.2163104811143,-79.90058949116666,734.1264493319803,266.4512068000856,0
623.0134775262286,-335.10913840367823,-47.16102392680299,567.8373939859288,268.4903497253338,0
,,,,,0
745.8154341749447,-323.2163104811143,-79.90058949116666,734.1264493319803,266.4512068000856,0
747.0778203819001,-324.38073004513257,-79.97435912054083,734.460407805099,267.76513153024047,0
,,,,,0
-1272.6301541028404,49.70217068345854,-65.80494891115679,-1400.4247866279215,7.360607614908733,0
-1278.7350436805102,49.98278934291154,-64.07922930132078,-1411.311832828175,6.43915390833031,0
,,,,,0
-1272.6301541028404,49.70217068345854,-65.80494891115679,-1400.4247866279215,7.360607614908733,0
-1264.4576438080633,49.20783918020642,-57.81468910824817,-1399.3672514664736,1.7977574593693482,0
,,,,,0
-1272.6301541028404,49.70217068345854,-65.80494891115679,-1400.4247866279215,7.360607614908733,0
-1270.1827764386537,49.22206288892174,-73.77952656550876,-1401.4600578925326,11.54127720997425,0
,,,,,0
-1272.6301541028404,49.70217068345854,-65.80494891115679,-1400.4247866279215,7.360607614908733,0
-1266.3779791199674,49.43334021367329,-66.39777900029694,-1391.630546855309,8.111421745992777,0
,,,,,0
728.226168207205,240.86068231176444,-110.70565016733414,1003.1077349365748,-59.5557018463739,0
643.612156544487,180.61541011442452,-95.2473844687961,873.9548617181014,-47.815699064849085,0
,,,,,0
728.226168207205,240.86068231176444,-110.70565016733414,1003.1077349365748,-59.5557018463739,0
761.9598099602944,278.84398081815357,-103.93840708212912,985.1519010713939,-119.74028006146594,0
,,,,,0
728.226168207205,240.86068231176444,-110.70565016733414,1003.1077349365748,-59.5557018463739,0
728.5104473708975,238.24357553440677,-112.42912599384218,1004.8109231458412,-52.91782236649303,0
,,,,,0
728.226168207205,240.86068231176444,-110.70565016733414,1003.1077349365748,-59.5557018463739,0
734.5493071645645,243.98779769039436,-112.2754950304335,1012.9929057190545,-60.70751897990005,0
,,,,,0
715.8394771338905,462.0275087889294,33.62478180989802,931.0728924432451,-295.73793804583136,0
714.888599049269,455.77947496442346,31.115151499160376,932.20835124995,-290.3457274651801,0
,,,,,0
715.8394771338905,462.0275087889294,33.62478180989802,931.0728924432451,-295.73793804583136,0
707.6795267025268,468.6174261851313,35.533443468316975,928.8465026282549,-300.51584615421785,0
,,,,,0
308.0372811914534,165.5898363136854,81.82077913882038,457.9650565719464,-104.30593047415555,0
304.1542711599855,164.62226308098525,77.995543366148,450.3508034028764,-109.33126596722106,0
,,,,,0
308.0372811914534,165.5898363136854,81.82077913882038,457.9650565719464,-104.30593047415555,0
335.21261892829494,165.57374547730137,74.76190175374228,451.3638107690687,-78.06156379015817,0
,,,,,0
841.9313779547518,467.17061405742163,4.5880523633773125,1035.66868599366,-255.93625710253684,0
836.0337286619236,467.9847345753528,8.161396003215605,1030.8151561953046,-258.6494263496844,0
,,,,,0
841.9313779547518,467.17061405742163,4.5880523633773125,1035.66868599366,-255.93625710253684,0
858.0667099066891,478.70152975509876,2.719565792420405,1053.0901863015347,-254.7844399690107,0
,,,,,0
841.9313779547518,467.17061405742163,4.5880523633773125,1035.66868599366,-255.93625710253684,0
865.4418112374117,445.57000057962733,-0.9835410435278197,1036.626033614596,-245.2542196876222,0
,,,,,0
-1278.7350436805102,49.98278934291154,-64.07922930132078,-1411.311832828175,6.43915390833031,0
-1278.1939125586453,49.70555651314314,-71.10096854700606,-1412.4361596848796,10.346800182726069,0
,,,,,0
-1278.7350436805102,49.98278934291154,-64.07922930132078,-1411.311832828175,6.43915390833031,0
-1271.7922549495274,49.54960090882177,-56.68308829763578,-1409.9648669904461,1.6015219478842415,0
,,,,,0
590.3367491430978,420.82354999772843,124.95715185078076,643.2786128962092,-319.490966930157,0
594.673401783809,424.48627800939477,127.93784731550916,651.0375814042106,-322.8696305215508,0
,,,,,0
590.3367491430978,420.82354999772843,124.95715185078076,643.2786128962092,-319.490966930157,0
597.8301715291726,419.8100988480747,121.41042782488186,647.4530937999091,-315.6174485700114,0
,,,,,0
-1007.1838899764518,28.089618645445103,-238.7798785346335,-1010.4169506343928,132.2773087271378,0
-1013.7256362246468,28.635431159433857,-236.85397678109436,-1018.6100651576066,131.37291897768446,0
,,,,,0
-1007.1838899764518,28.089618645445103,-238.7798785346335,-1010.4169506343928,132.2773087271378,0
-960.0774455817115,24.214862914178642,-254.28508448776236,-950.5938562822089,137.60979545572945,0
,,,,,0
-660.9452778795747,39.81996913854035,108.6032563960859,-791.596227582109,-146.0187746609259,0
-643.0120313326496,49.14970244960638,113.26110668672109,-776.3677212423871,-144.66219003704902,0
,,,,,0
-660.9452778795747,39.81996913854035,108.6032563960859,-791.596227582109,-146.0187746609259,0
-710.5792223329964,41.438880225368294,100.91792366635039,-857.5530258767029,-151.90584000911653,0
,,,,,0
-660.9452778795747,39.81996913854035,108.6032563960859,-791.596227582109,-146.0187746609259,0
-656.8147276134131,39.70655442122915,104.21979523698748,-792.8986656245822,-141.85516902298548,0
,,,,,0
-986.6441589690576,35.61826661136668,123.28508323911397,-1196.4540836485671,-125.26900230214893,0
-992.2140642705933,35.82640940331884,126.85455144022465,-1204.702857915455,-125.96009258177963,0
,,,,,0
-986.6441589690576,35.61826661136668,123.28508323911397,-1196.4540836485671,-125.26900230214893,0
-916.3455802862436,31.858551404222467,90.63628154337381,-1091.8026303528961,-116.48106417297885,0
,,,,,0
-986.6441589690576,35.61826661136668,123.28508323911397,-1196.4540836485671,-125.26900230214893,0
-991.3142132717561,35.90684552739323,118.5179279832266,-1198.4021747372767,-122.24014984000333,0
,,,,,0
-986.6441589690576,35.61826661136668,123.28508323911397,-1196.4540836485671,-125.26900230214893,0
-981.4175508435604,35.2895927314828,128.50135081676035,-1194.6061801003693,-128.7159217232555,0
,,,,,0
1071.9520634215523,-268.4348844249566,-156.7016891056669,1063.1423363213648,320.26239687710085,0
1019.7389604391844,-299.92363229126914,-136.71227697294296,1003.2079224770866,325.2792003913007,0
,,,,,0
1071.9520634215523,-268.4348844249566,-156.7016891056669,1063.1423363213648,320.26239687710085,0
1068.336674580621,-265.19732230185673,-156.2071749826199,1062.7638500529904,315.11761368112866,0
,,,,,0
