a1, b1, c1, a2, b2, c2, a3, b3, c3
0.027359,-0.093536,1.008606,0.024401,-0.098710,0.993857,0.002958,0.005174,0.014749,
0.052399,-0.124100,0.965820,0.027200,-0.101249,0.991053,0.025198,-0.022851,-0.025233,
0.050629,-0.110107,0.957779,0.029543,-0.102135,0.987726,0.021085,-0.007972,-0.029947,
0.032990,-0.116989,0.994141,0.029888,-0.103620,0.988367,0.003102,-0.013369,0.005773,
0.019592,-0.096695,0.996735,0.028858,-0.102928,0.989204,-0.009266,0.006233,0.007531,
0.017624,-0.094757,1.012436,0.027735,-0.102111,0.991527,-0.010111,0.007354,0.020909,
0.010742,-0.109116,1.008606,0.026036,-0.102811,0.993235,-0.015293,-0.006304,0.015371,
0.001022,-0.107452,1.017334,0.023534,-0.103275,0.995645,-0.022512,-0.004177,0.021689,
0.007095,-0.087723,0.988602,0.021890,-0.101720,0.994941,-0.014795,0.013997,-0.006339,
0.007126,-0.086823,0.982681,0.020414,-0.100230,0.993715,-0.013288,0.013408,-0.011033,
0.018707,-0.094055,0.974030,0.020243,-0.099613,0.991746,-0.001536,0.005558,-0.017717,
0.020599,-0.104431,0.964279,0.020279,-0.100095,0.989000,0.000321,-0.004336,-0.024720,
0.021637,-0.095901,0.965195,0.020415,-0.099675,0.986619,0.001222,0.003774,-0.021424,
0.026321,-0.112686,0.965424,0.021005,-0.100976,0.984499,0.005316,-0.011710,-0.019076,
0.010651,-0.118561,1.004745,0.019970,-0.102735,0.986524,-0.009319,-0.015826,0.018221,
0.015762,-0.092148,0.992676,0.019549,-0.101676,0.987139,-0.003787,0.009528,0.005537,
0.017792,-0.084595,0.982773,0.019373,-0.099968,0.986703,-0.001582,0.015373,-0.003930,
0.013794,-0.090164,1.012360,0.018815,-0.098988,0.989268,-0.005021,0.008823,0.023091,
-0.023178,-0.103470,1.021988,0.014616,-0.099436,0.992540,-0.037794,-0.004034,0.029448,
0.029144,-0.106583,1.018600,0.016069,-0.100151,0.995146,0.013075,-0.006432,0.023454,
-0.008423,-0.081451,1.010056,0.013620,-0.098281,0.996637,-0.022043,0.016829,0.013418,
0.022537,-0.086105,1.016327,0.014511,-0.097063,0.998606,0.008026,0.010958,0.017721,
0.011917,-0.096146,0.973984,0.014252,-0.096971,0.996144,-0.002335,0.000826,-0.022160,
0.029236,-0.126068,0.925217,0.015750,-0.099881,0.989051,0.013485,-0.026187,-0.063835,
0.060791,-0.171097,0.938843,0.020254,-0.107003,0.984030,0.040537,-0.064094,-0.045188,
0.046448,-0.141266,0.962982,0.022874,-0.110429,0.981926,0.023574,-0.030837,-0.018943,
0.018311,-0.127731,1.004929,0.022417,-0.112159,0.984226,-0.004107,-0.015572,0.020703,
0.018082,-0.139694,1.043488,0.021984,-0.114913,0.990152,-0.003902,-0.024782,0.053336,
0.000168,-0.089478,1.034866,0.019802,-0.112369,0.994623,-0.019634,0.022892,0.040243,
0.023727,-0.065460,1.003311,0.020195,-0.107678,0.995492,0.003533,0.042218,0.007819,
0.035370,-0.071838,0.977890,0.021712,-0.104094,0.993732,0.013658,0.032256,-0.015842,
0.005188,-0.086884,0.983643,0.020060,-0.102373,0.992723,-0.014872,0.015490,-0.009080,
0.030365,-0.093719,0.970215,0.021090,-0.101508,0.990472,0.009275,0.007788,-0.020257,
0.028839,-0.149139,0.991486,0.021865,-0.106271,0.990574,0.006974,-0.042868,0.000912,
0.016708,-0.096832,0.990784,0.021350,-0.105327,0.990595,-0.004641,0.008495,0.000189,
0.022049,-0.139755,1.017899,0.021420,-0.108770,0.993325,0.000629,-0.030985,0.024574,
0.015472,-0.120285,1.005814,0.020825,-0.109921,0.994574,-0.005352,-0.010364,0.011240,
-0.000641,-0.088959,0.978699,0.018678,-0.107825,0.992986,-0.019319,0.018866,-0.014288,
0.022491,-0.110992,0.957489,0.019060,-0.108142,0.989437,0.003432,-0.002851,-0.031948,
0.044601,-0.128067,0.973679,0.021614,-0.110134,0.987861,0.022988,-0.017933,-0.014182,
0.055618,-0.095917,0.946838,0.025014,-0.108713,0.983759,0.030604,0.012796,-0.036920,
0.031433,-0.166550,1.045898,0.025656,-0.114496,0.989973,0.005777,-0.052053,0.055926,
0.046585,-0.114639,1.002121,0.027749,-0.114511,0.991187,0.018836,-0.000129,0.010934,
0.017776,-0.080734,0.997513,0.026752,-0.111133,0.991820,-0.008975,0.030399,0.005693,
0.048340,-0.132416,1.007263,0.028911,-0.113261,0.993364,0.019429,-0.019154,0.013899,
0.019241,-0.035721,0.968460,0.027944,-0.105507,0.990874,-0.008702,0.069786,-0.022414,
0.036270,-0.084106,0.970154,0.028776,-0.103367,0.988802,0.007494,0.019261,-0.018648,
0.047562,-0.114639,0.997208,0.030655,-0.104494,0.989642,0.016907,-0.010145,0.007565,
0.050797,-0.083588,0.979172,0.032669,-0.102404,0.988595,0.018128,0.018816,-0.009424,
0.047607,-0.110931,0.988297,0.034163,-0.103256,0.988565,0.013445,-0.007675,-0.000269,
0.026260,-0.110611,0.994980,0.033373,-0.103992,0.989207,-0.007112,-0.006619,0.005773,
0.045120,-0.075455,0.958313,0.034547,-0.101138,0.986118,0.010573,0.025683,-0.027805,
0.041931,-0.102783,0.969421,0.035286,-0.101303,0.984448,0.006645,-0.001481,-0.015027,
0.044662,-0.112808,1.002090,0.036223,-0.102453,0.986212,0.008439,-0.010355,0.015878,
0.041962,-0.090378,0.992935,0.036797,-0.101246,0.986884,0.005164,0.010868,0.006051,
0.084396,-0.117279,0.992691,0.041557,-0.102849,0.987465,0.042839,-0.014430,0.005226,
0.061371,-0.084946,1.006882,0.043539,-0.101059,0.989407,0.017832,0.016113,0.017475,
0.048615,-0.104233,0.999069,0.044046,-0.101376,0.990373,0.004568,-0.002857,0.008696,
0.058243,-0.111435,1.000244,0.045466,-0.102382,0.991360,0.012777,-0.009053,0.008884,
0.046967,-0.079987,0.975128,0.045616,-0.100142,0.989737,0.001351,0.020156,-0.014609,
0.047760,-0.100693,0.970459,0.045830,-0.100197,0.987809,0.001930,-0.000495,-0.017350,
0.063034,-0.124619,0.979752,0.047551,-0.102640,0.987003,0.015483,-0.021979,-0.007252,
0.039276,-0.075653,0.956284,0.046723,-0.099941,0.983931,-0.007447,0.024288,-0.027648,
0.053452,-0.106979,0.987335,0.047396,-0.100645,0.984272,0.006056,-0.006335,0.003063,
0.039627,-0.126968,1.017944,0.046619,-0.103277,0.987639,-0.006992,-0.023691,0.030305,
0.032166,-0.092346,1.021454,0.045174,-0.102184,0.991021,-0.013008,0.009838,0.030433,
0.072754,-0.115677,1.003387,0.047932,-0.103533,0.992257,0.024822,-0.012144,0.011130,
0.060242,-0.103867,0.998215,0.049163,-0.103567,0.992853,0.011079,-0.000300,0.005362,
0.035233,-0.084961,0.990845,0.047770,-0.101706,0.992652,-0.012537,0.016745,-0.001807,
0.061157,-0.115219,0.985535,0.049109,-0.103057,0.991940,0.012049,-0.012162,-0.006406,
0.041031,-0.093399,0.968338,0.048301,-0.102092,0.989580,-0.007270,0.008693,-0.021242,
0.026367,-0.104156,0.977158,0.046107,-0.102298,0.988338,-0.019740,-0.001858,-0.011180,
0.021149,-0.133194,1.017822,0.043612,-0.105388,0.991286,-0.022463,-0.027806,0.026536,
0.034302,-0.080292,0.986832,0.042681,-0.102878,0.990841,-0.008379,0.022586,-0.004009,
0.071976,-0.100769,0.983521,0.045610,-0.102667,0.990109,0.026366,0.001898,-0.006588,
0.059174,-0.113251,1.008148,0.046966,-0.103726,0.991913,0.012207,-0.009525,0.016235,
0.025665,-0.072128,0.981720,0.044836,-0.100566,0.990893,-0.019171,0.028437,-0.009174,
0.063858,-0.134796,1.000565,0.046738,-0.103989,0.991861,0.017120,-0.030807,0.008704,
0.037079,-0.092392,0.993912,0.045773,-0.102829,0.992066,-0.008694,0.010437,0.001846,
0.068008,-0.108429,0.986496,0.047996,-0.103389,0.991509,0.020012,-0.005040,-0.005013,
0.043915,-0.094162,0.978210,0.047588,-0.102466,0.990179,-0.003673,0.008304,-0.011968,
0.046799,-0.100739,0.969452,0.047509,-0.102294,0.988106,-0.000710,0.001555,-0.018654,
0.094177,-0.111374,0.985825,0.052176,-0.103202,0.987878,0.042001,-0.008172,-0.002053,
0.061127,-0.116104,0.994431,0.053071,-0.104492,0.988533,0.008056,-0.011612,0.005897,
0.076889,-0.089310,0.987381,0.055453,-0.102974,0.988418,0.021436,0.013664,-0.001037,
0.073959,-0.093140,0.990326,0.057303,-0.101990,0.988609,0.016656,0.008851,0.001717,
0.079559,-0.107834,1.019135,0.059529,-0.102575,0.991661,0.020030,-0.005259,0.027473,
0.069061,-0.096085,0.997223,0.060482,-0.101926,0.992218,0.008579,0.005841,0.005005,
0.073166,-0.079208,0.969482,0.061751,-0.099654,0.989944,0.011415,0.020446,-0.020462,
0.081665,-0.100464,0.985580,0.063742,-0.099735,0.989508,0.017923,-0.000729,-0.003927,
0.076645,-0.111771,1.005356,0.065032,-0.100938,0.991093,0.011613,-0.010832,0.014263,
0.062286,-0.095398,0.990234,0.064758,-0.100384,0.991007,-0.002471,0.004986,-0.000772,
0.075714,-0.116684,0.981750,0.065853,-0.102014,0.990081,0.009861,-0.014670,-0.008331,
0.077774,-0.103470,0.977676,0.067045,-0.102160,0.988841,0.010729,-0.001310,-0.011164,
0.061401,-0.089874,0.977371,0.066481,-0.100931,0.987694,-0.005080,0.011057,-0.010322,
0.098099,-0.110413,0.972061,0.069643,-0.101879,0.986130,0.028456,-0.008533,-0.014069,
0.095245,-0.103943,0.968018,0.072203,-0.102086,0.984319,0.023042,-0.001857,-0.016302,
0.073883,-0.106445,0.973740,0.072371,-0.102522,0.983261,0.001512,-0.003924,-0.009522,
0.104736,-0.119461,0.995880,0.075608,-0.104216,0.984523,0.029129,-0.015245,0.011357,
0.086624,-0.085190,0.997284,0.076709,-0.102313,0.985799,0.009915,0.017123,0.011485,
0.106705,-0.114639,1.002747,0.079709,-0.103546,0.987494,0.026996,-0.011094,0.015253,
0.083588,-0.090790,1.017014,0.080097,-0.102270,0.990446,0.003491,0.011480,0.026568,
0.097504,-0.062317,0.988266,0.081837,-0.098275,0.990228,0.015666,0.035958,-0.001962,
0.134903,-0.115845,0.972488,0.087144,-0.100032,0.988454,0.047759,-0.015813,-0.015966,
0.084427,-0.115463,0.983810,0.086872,-0.101575,0.987990,-0.002445,-0.013888,-0.004179,
0.081528,-0.110703,1.003418,0.086338,-0.102488,0.989532,-0.004810,-0.008215,0.013886,
0.030640,-0.072311,0.934479,0.080768,-0.099470,0.984027,-0.050128,0.027159,-0.049548,
0.085541,-0.101364,0.977722,0.081245,-0.099659,0.983397,0.004296,-0.001705,-0.005674,
0.053299,-0.121033,0.999313,0.078451,-0.101797,0.984988,-0.025152,-0.019236,0.014325,
0.052643,-0.093887,0.979294,0.075870,-0.101006,0.984419,-0.023227,0.007119,-0.005125,
0.049957,-0.074341,0.962280,0.073279,-0.098339,0.982205,-0.023321,0.023999,-0.019925,
0.084167,-0.138870,1.000824,0.074367,-0.102392,0.984067,0.009800,-0.036478,0.016757,
0.074951,-0.094131,0.979523,0.074426,-0.101566,0.983612,0.000525,0.007435,-0.004090,
0.091446,-0.093628,0.978699,0.076128,-0.100773,0.983121,0.015318,0.007145,-0.004422,
0.088333,-0.110504,1.001511,0.077348,-0.101746,0.984960,0.010985,-0.008758,0.016551,
0.073090,-0.078049,1.001984,0.076922,-0.099376,0.986662,-0.003833,0.021327,0.015321,
0.092422,-0.091690,0.983627,0.078472,-0.098607,0.986359,0.013950,0.006917,-0.002732,
0.089218,-0.120911,0.990799,0.079547,-0.100838,0.986803,0.009671,-0.020073,0.003996,
0.077667,-0.113770,0.986649,0.079359,-0.102131,0.986787,-0.001692,-0.011639,-0.000139,
0.082565,-0.107040,0.985657,0.079680,-0.102622,0.986674,0.002886,-0.004419,-0.001018,
0.088425,-0.105957,0.979797,0.080554,-0.102955,0.985987,0.007870,-0.003002,-0.006189,
0.094467,-0.084198,0.967789,0.081945,-0.101080,0.984167,0.012522,0.016882,-0.016378,
0.106003,-0.092270,0.972931,0.084351,-0.100199,0.983043,0.021652,0.007929,-0.010112,
0.093155,-0.114212,0.987808,0.085232,-0.101600,0.983520,0.007923,-0.012612,0.004288,
0.084518,-0.100266,1.000397,0.085160,-0.101467,0.985207,-0.000642,0.001201,0.015189,
0.083572,-0.104218,0.981689,0.085001,-0.101742,0.984856,-0.001429,-0.002476,-0.003166,
0.074875,-0.098770,0.987442,0.083989,-0.101444,0.985114,-0.009114,0.002674,0.002328,
0.055313,-0.110565,1.006119,0.081121,-0.102357,0.987215,-0.025808,-0.008209,0.018904,
0.045868,-0.093185,0.977249,0.077596,-0.101439,0.986218,-0.031728,0.008254,-0.008969,
0.102997,-0.115189,0.941635,0.080136,-0.102814,0.981760,0.022861,-0.012374,-0.040125,
0.075531,-0.121063,1.028122,0.079676,-0.104639,0.986396,-0.004145,-0.016424,0.041726,
0.081726,-0.077560,1.032608,0.079881,-0.101931,0.991017,0.001846,0.024371,0.041591,
0.109787,-0.089966,1.017273,0.082871,-0.100735,0.993643,0.026916,0.010769,0.023630,
0.097412,-0.081329,0.962845,0.084325,-0.098794,0.990563,0.013087,0.017465,-0.027718,
0.102982,-0.114212,0.946533,0.086191,-0.100336,0.986160,0.016791,-0.013876,-0.039627,
0.055069,-0.147522,0.972031,0.083079,-0.105055,0.984747,-0.028010,-0.042467,-0.012716,
0.072845,-0.115921,0.969894,0.082055,-0.106141,0.983262,-0.009210,-0.009780,-0.013367,
0.068771,-0.120377,1.022141,0.080727,-0.107565,0.987150,-0.011956,-0.012812,0.034991,
0.054718,-0.070099,1.006638,0.078126,-0.103818,0.989099,-0.023408,0.033719,0.017539,
0.026581,-0.075821,0.987686,0.072972,-0.101018,0.988957,-0.046391,0.025198,-0.001271,
0.087204,-0.130402,0.989899,0.074395,-0.103957,0.989051,0.012809,-0.026445,0.000847,
0.100861,-0.121490,0.989929,0.077041,-0.105710,0.989139,0.023819,-0.015780,0.000790,
0.094406,-0.087860,0.981628,0.078778,-0.103925,0.988388,0.015628,0.016065,-0.006760,
0.128098,-0.121811,0.955734,0.083710,-0.105714,0.985123,0.044388,-0.016097,-0.029388,
0.065308,-0.093613,0.962646,0.081870,-0.104504,0.982875,-0.016562,0.010891,-0.020229,
0.052689,-0.086319,0.985123,0.078952,-0.102685,0.983100,-0.026263,0.016366,0.002023,
0.040771,-0.111069,0.998093,0.075134,-0.103524,0.984599,-0.034362,-0.007545,0.013494,
0.050491,-0.112671,0.994278,0.072669,-0.104438,0.985567,-0.022178,-0.008233,0.008711,
0.049622,-0.102402,0.987228,0.070365,-0.104235,0.985733,-0.020743,0.001833,0.001495,
0.060928,-0.135803,1.003494,0.069421,-0.107391,0.987509,-0.008493,-0.028412,0.015985,
0.044571,-0.113571,1.026733,0.066936,-0.108009,0.991432,-0.022365,-0.005562,0.035302,
0.084900,-0.062759,0.982239,0.068732,-0.103484,0.990512,0.016168,0.040725,-0.008274,
0.085724,-0.077759,0.988297,0.070431,-0.100912,0.990291,0.015292,0.023153,-0.001994,
0.076859,-0.094009,0.987427,0.071074,-0.100222,0.990004,0.005784,0.006212,-0.002578,
0.070984,-0.100754,0.991379,0.071065,-0.100275,0.990142,-0.000081,-0.000479,0.001237,
0.065170,-0.103851,0.979538,0.070476,-0.100632,0.989081,-0.005305,-0.003219,-0.009543,
0.074738,-0.117661,0.978790,0.070902,-0.102335,0.988052,0.003836,-0.015325,-0.009262,
0.050537,-0.107971,0.994232,0.068865,-0.102899,0.988670,-0.018328,-0.005072,0.005562,
0.073792,-0.115814,0.979767,0.069358,-0.104190,0.987780,0.004434,-0.011624,-0.008013,
0.067078,-0.107559,0.979599,0.069130,-0.104527,0.986962,-0.002052,-0.003032,-0.007363,
0.057510,-0.088043,0.986160,0.067968,-0.102879,0.986882,-0.010458,0.014836,-0.000721,
0.052277,-0.121872,1.017044,0.066399,-0.104778,0.989898,-0.014122,-0.017094,0.027146,
0.052689,-0.085358,0.987076,0.065028,-0.102836,0.989616,-0.012339,0.017478,-0.002540,
0.070129,-0.092453,0.973541,0.065538,-0.101798,0.988008,0.004591,0.009345,-0.014467,
0.068054,-0.102753,0.991364,0.065790,-0.101893,0.988344,0.002265,-0.000859,0.003020,
0.081512,-0.112671,0.993591,0.067362,-0.102971,0.988869,0.014151,-0.009700,0.004723,
0.060364,-0.091660,0.995117,0.066662,-0.101840,0.989493,-0.006298,0.010180,0.005624,
0.085510,-0.108017,0.969925,0.068547,-0.102458,0.987537,0.016963,-0.005559,-0.017612,
0.051544,-0.103241,0.995148,0.066847,-0.102536,0.988298,-0.015302,-0.000705,0.006850,
0.059219,-0.115295,0.983536,0.066084,-0.103812,0.987821,-0.006865,-0.011484,-0.004286,
0.057266,-0.108597,1.009064,0.065202,-0.104290,0.989946,-0.007936,-0.004306,0.019118,
0.066147,-0.097107,0.997208,0.065297,-0.103572,0.990672,0.000850,0.006465,0.006536,
0.099030,-0.104507,1.004517,0.068670,-0.103666,0.992056,0.030360,-0.000842,0.012460,
0.087692,-0.073853,0.996201,0.070572,-0.100684,0.992471,0.017120,0.026832,0.003730,
0.072083,-0.088531,0.983383,0.070723,-0.099469,0.991562,0.001359,0.010938,-0.008179,
0.106613,-0.127899,0.990067,0.074312,-0.102312,0.991412,0.032301,-0.025587,-0.001346,
0.071915,-0.099686,1.006165,0.074072,-0.102049,0.992888,-0.002158,0.002364,0.013277,
0.088470,-0.100250,0.985641,0.075512,-0.101869,0.992163,0.012958,0.001619,-0.006522,
0.066177,-0.095276,0.990280,0.074579,-0.101210,0.991975,-0.008401,0.005934,-0.001695,
0.058441,-0.093674,0.983292,0.072965,-0.100456,0.991106,-0.014524,0.006783,-0.007815,
0.054565,-0.097641,0.972458,0.071125,-0.100175,0.989242,-0.016560,0.002534,-0.016784,
0.062363,-0.095581,0.964615,0.070249,-0.099716,0.986779,-0.007886,0.004134,-0.022164,
0.077682,-0.119583,0.962082,0.070992,-0.101702,0.984309,0.006690,-0.017881,-0.022227,
0.065903,-0.133072,0.971008,0.070483,-0.104839,0.982979,-0.004581,-0.028233,-0.011971,
0.092209,-0.114288,0.982880,0.072656,-0.105784,0.982969,0.019553,-0.008504,-0.000090,
0.072922,-0.092056,1.016922,0.072682,-0.104411,0.986364,0.000239,0.012355,0.030558,
0.086517,-0.091614,1.020020,0.074066,-0.103132,0.989730,0.012451,0.011518,0.030290,
0.092545,-0.078537,0.980515,0.075914,-0.100672,0.988808,0.016631,0.022135,-0.008294,
0.083694,-0.088150,0.987427,0.076692,-0.099420,0.988670,0.007003,0.011270,-0.001244,
0.076736,-0.108185,0.982651,0.076696,-0.100296,0.988068,0.000040,-0.007888,-0.005418,
0.075790,-0.111084,0.972824,0.076606,-0.101375,0.986544,-0.000815,-0.009709,-0.013720,
0.071701,-0.129959,0.984818,0.076115,-0.104234,0.986371,-0.004414,-0.025726,-0.001554,
0.078766,-0.096756,0.991409,0.076380,-0.103486,0.986875,0.002386,0.006730,0.004534,
0.105194,-0.064804,1.004150,0.079262,-0.099618,0.988603,0.025932,0.034814,0.015548,
0.109772,-0.084152,1.040863,0.082313,-0.098071,0.993829,0.027459,0.013919,0.047034,
0.046494,-0.120163,1.017929,0.078731,-0.100280,0.996239,-0.032237,-0.019883,0.021690,
0.072495,-0.151596,0.982101,0.078107,-0.105412,0.994825,-0.005613,-0.046184,-0.012724,
0.047699,-0.109222,0.963638,0.075066,-0.105793,0.991706,-0.027367,-0.003429,-0.028068,
0.041321,-0.065262,0.952240,0.071692,-0.101740,0.987760,-0.030371,0.036478,-0.035520,
0.094620,-0.073029,0.950912,0.073985,-0.098869,0.984075,0.020635,0.025840,-0.033162,
0.084702,-0.081497,0.994278,0.075056,-0.097132,0.985095,0.009645,0.015634,0.009183,
0.100830,-0.119476,1.009628,0.077634,-0.099366,0.987549,0.023196,-0.020110,0.022080,
0.125916,-0.136673,0.996292,0.082462,-0.103097,0.988423,0.043454,-0.033576,0.007869,
0.073898,-0.102615,0.984528,0.081605,-0.103049,0.988033,-0.007707,0.000433,-0.003506,
0.055389,-0.104004,1.000137,0.078984,-0.103144,0.989244,-0.023594,-0.000860,0.010894,
0.015717,-0.096832,0.993744,0.072657,-0.102513,0.989694,-0.056941,0.005681,0.004050,
0.057175,-0.123795,0.987549,0.071109,-0.104641,0.989479,-0.013934,-0.019153,-0.001930,
0.081055,-0.071609,0.946823,0.072103,-0.101338,0.985214,0.008951,0.029728,-0.038391,
0.099243,-0.090607,0.973816,0.074817,-0.100265,0.984074,0.024426,0.009658,-0.010258,
0.090973,-0.135773,1.013657,0.076433,-0.103816,0.987032,0.014540,-0.031957,0.026624,
0.083725,-0.083405,0.996262,0.077162,-0.101774,0.987955,0.006563,0.018370,0.008306,
0.131180,-0.096161,0.977173,0.082564,-0.101213,0.986877,0.048616,0.005052,-0.009704,
0.089462,-0.084961,1.017014,0.083254,-0.099588,0.989891,0.006208,0.014627,0.027123,
0.062378,-0.085037,0.989136,0.081166,-0.098133,0.989815,-0.018788,0.013096,-0.000679,
0.084366,-0.124954,0.973068,0.081486,-0.100815,0.988140,0.002880,-0.024139,-0.015072,
0.057297,-0.110611,0.990356,0.079067,-0.101795,0.988362,-0.021770,-0.008816,0.001994,
0.067169,-0.093353,0.991241,0.077877,-0.100950,0.988650,-0.010708,0.007597,0.002592,
0.083450,-0.114517,0.988693,0.078435,-0.102307,0.988654,0.005016,-0.012210,0.000039,
0.051666,-0.093918,0.978287,0.075758,-0.101468,0.987618,-0.024092,0.007550,-0.009331,
0.095001,-0.131226,0.971283,0.077682,-0.104444,0.985984,0.017319,-0.026782,-0.014701,
0.091232,-0.120087,0.967178,0.079037,-0.106008,0.984103,0.012195,-0.014078,-0.016925,
0.066269,-0.085907,0.983292,0.077760,-0.103998,0.984022,-0.011491,0.018091,-0.000731,
0.089279,-0.114304,0.992706,0.078912,-0.105029,0.984891,0.010367,-0.009275,0.007816,
0.070084,-0.089478,0.995193,0.078029,-0.103474,0.985921,-0.007946,0.013996,0.009273,
0.077042,-0.073288,0.991135,0.077931,-0.100455,0.986442,-0.000889,0.027167,0.004692,
0.087448,-0.101196,0.993515,0.078882,-0.100529,0.987150,0.008566,-0.000667,0.006365,
0.065292,-0.085892,0.991150,0.077523,-0.099065,0.987550,-0.012231,0.013174,0.003600,
0.082687,-0.089111,0.993332,0.078040,-0.098070,0.988128,0.004648,0.008959,0.005204,
0.077606,-0.115555,0.998520,0.077996,-0.099818,0.989167,-0.000390,-0.015736,0.009353,
0.072830,-0.111053,0.990509,0.077480,-0.100942,0.989301,-0.004650,-0.010112,0.001208,
0.066299,-0.085007,0.977356,0.076362,-0.099348,0.988107,-0.010062,0.014342,-0.010751,
0.079849,-0.091232,0.967728,0.076711,-0.098537,0.986069,0.003139,0.007305,-0.018341,
0.069031,-0.102737,0.987442,0.075943,-0.098957,0.986206,-0.006912,-0.003781,0.001236,
0.078644,-0.111862,0.984680,0.076213,-0.100247,0.986054,0.002431,-0.011615,-0.001373,
0.087357,-0.113449,0.991684,0.077327,-0.101568,0.986617,0.010030,-0.011882,0.005067,
0.074966,-0.088409,0.987335,0.077091,-0.100252,0.986688,-0.002125,0.011842,0.000647,
0.091354,-0.098236,0.993515,0.078517,-0.100050,0.987371,0.012837,0.001814,0.006144,
0.065002,-0.118835,0.990524,0.077166,-0.101929,0.987686,-0.012163,-0.016907,0.002838,
0.072113,-0.082840,0.991196,0.076661,-0.100020,0.988037,-0.004548,0.017180,0.003158,
0.069092,-0.090347,1.008987,0.075904,-0.099053,0.990132,-0.006812,0.008705,0.018855,
0.064072,-0.112244,0.995392,0.074720,-0.100372,0.990658,-0.010649,-0.011872,0.004734,
0.072815,-0.114899,0.980713,0.074530,-0.101824,0.989664,-0.001715,-0.013074,-0.008951,
0.047897,-0.082733,0.981094,0.071867,-0.099915,0.988807,-0.023969,0.017182,-0.007712,
0.066055,-0.107498,0.993378,0.071286,-0.100674,0.989264,-0.005230,-0.006825,0.004114,
0.050491,-0.109756,1.007050,0.069206,-0.101582,0.991042,-0.018715,-0.008175,0.016007,
0.041031,-0.087616,0.985992,0.066389,-0.100185,0.990537,-0.025358,0.012569,-0.004545,
0.056244,-0.116196,1.004227,0.065374,-0.101786,0.991906,-0.009130,-0.014409,0.012320,
0.063538,-0.069122,0.973221,0.065190,-0.098520,0.990038,-0.001653,0.029398,-0.016817,
0.056305,-0.112488,0.995316,0.064302,-0.099917,0.990566,-0.007997,-0.012571,0.004750,
0.039719,-0.118530,1.010971,0.061844,-0.101778,0.992606,-0.022125,-0.016752,0.018365,
0.016861,-0.085663,0.972931,0.057345,-0.100167,0.990639,-0.040484,0.014504,-0.017708,
0.073776,-0.119614,0.974869,0.058988,-0.102111,0.989062,0.014788,-0.017502,-0.014193,
0.062241,-0.097198,1.001099,0.059314,-0.101620,0.990265,0.002927,0.004421,0.010833,
0.077789,-0.098663,0.990417,0.061161,-0.101324,0.990281,0.016628,0.002661,0.000137,
0.095917,-0.126221,1.008667,0.064637,-0.103814,0.992119,0.031280,-0.022407,0.016548,
0.072037,-0.089401,0.996216,0.065377,-0.102373,0.992529,0.006660,0.012971,0.003687,
0.045029,-0.081009,0.972183,0.063342,-0.100236,0.990494,-0.018313,0.019227,-0.018311,
0.030090,-0.117111,0.990158,0.060017,-0.101924,0.990461,-0.029926,-0.015187,-0.000303,
0.021561,-0.097672,0.982956,0.056171,-0.101499,0.989710,-0.034611,0.003827,-0.006754,
0.021454,-0.109894,0.986038,0.052699,-0.102338,0.989343,-0.031246,-0.007556,-0.003305,
0.041885,-0.103607,0.985199,0.051618,-0.102465,0.988929,-0.009733,-0.001142,-0.003730,
0.084518,-0.102234,0.993500,0.054908,-0.102442,0.989386,0.029610,0.000208,0.004114,
0.077530,-0.123062,1.002533,0.057170,-0.104504,0.990700,0.020360,-0.018558,0.011833,
0.050598,-0.101364,0.995132,0.056513,-0.104190,0.991144,-0.005915,0.002826,0.003989,
0.049576,-0.109955,0.983383,0.055819,-0.104766,0.990368,-0.006244,-0.005188,-0.006984,
0.037827,-0.123550,0.977493,0.054020,-0.106645,0.989080,-0.016194,-0.016906,-0.011587,
0.042892,-0.099823,0.981232,0.052907,-0.105963,0.988295,-0.010015,0.006140,-0.007064,
0.044754,-0.105377,0.988190,0.052092,-0.105904,0.988285,-0.007338,0.000527,-0.000095,
0.057266,-0.108627,1.006104,0.052609,-0.106176,0.990067,0.004657,-0.002451,0.016037,
0.048691,-0.099579,0.989151,0.052218,-0.105517,0.989975,-0.003527,0.005938,-0.000824,
0.072876,-0.104492,0.987488,0.054283,-0.105414,0.989726,0.018593,0.000922,-0.002239,
0.078644,-0.110886,0.987625,0.056719,-0.105961,0.989516,0.021924,-0.004924,-0.001891,
0.049667,-0.099579,0.985229,0.056014,-0.105323,0.989088,-0.006347,0.005744,-0.003858,
0.060257,-0.107727,0.985443,0.056438,-0.105563,0.988723,0.003818,-0.002164,-0.003280,
0.050369,-0.121979,1.009155,0.055832,-0.107205,0.990766,-0.005462,-0.014774,0.018389,
0.045822,-0.092133,0.992996,0.054831,-0.105698,0.990989,-0.009008,0.013565,0.002007,
0.069138,-0.089554,0.987305,0.056261,-0.104083,0.990621,0.012876,0.014530,-0.003316,
0.056396,-0.107895,0.980484,0.056275,-0.104465,0.989607,0.000122,-0.003430,-0.009123,
0.049652,-0.101456,0.986237,0.055613,-0.104164,0.989270,-0.005960,0.002708,-0.003034,
0.051514,-0.107971,0.990265,0.055203,-0.104544,0.989370,-0.003689,-0.003427,0.000895,
0.063187,-0.102859,0.996262,0.056001,-0.104376,0.990059,0.007186,0.001516,0.006203,
0.048935,-0.076111,0.981018,0.055294,-0.101549,0.989155,-0.006360,0.025439,-0.008137,
