a1, b1, c1, a2, b2, c2, a3, b3, c3
-0.081161,0.093231,0.884216,-0.113385,0.059656,0.984501,0.032224,0.033576,-0.100285,
-0.138397,0.131851,1.008347,-0.115886,0.066875,0.986886,-0.022511,0.064976,0.021461,
-0.170547,0.121567,1.025848,-0.121353,0.072344,0.990782,-0.049195,0.049223,0.035066,
-0.081070,0.143082,1.009781,-0.117324,0.079418,0.992682,0.036254,0.063664,0.017099,
-0.177277,0.125061,1.014923,-0.123320,0.083982,0.994906,-0.053957,0.041079,0.020017,
-0.203033,0.158707,0.966003,-0.131291,0.091455,0.992016,-0.071742,0.067252,-0.026012,
-0.058044,0.111679,0.994614,-0.123966,0.093477,0.992276,0.065922,0.018202,0.002338,
-0.159653,0.138641,0.997208,-0.127535,0.097994,0.992769,-0.032118,0.040648,0.004439,
-0.142548,0.098694,0.995850,-0.129036,0.098064,0.993077,-0.013511,0.000630,0.002773,
-0.130066,0.070541,0.951965,-0.129139,0.095311,0.988966,-0.000927,-0.024770,-0.037000,
-0.202209,0.132156,0.932785,-0.136446,0.098996,0.983348,-0.065763,0.033160,-0.050563,
-0.123993,0.111496,0.991959,-0.135201,0.100246,0.984209,0.011208,0.011250,0.007750,
-0.138229,0.076126,1.112411,-0.135504,0.097834,0.997029,-0.002726,-0.021708,0.115382,
-0.178116,0.134308,0.995102,-0.139765,0.101481,0.996836,-0.038351,0.032827,-0.001734,
-0.235687,0.094879,0.999863,-0.149357,0.100821,0.997139,-0.086330,-0.005942,0.002724,
-0.114029,0.105362,0.880798,-0.145824,0.101275,0.985505,0.031795,0.004087,-0.104707,
-0.299194,0.073792,1.093048,-0.161161,0.098527,0.996259,-0.138033,-0.024735,0.096789,
-0.159012,0.267426,0.838120,-0.160946,0.115417,0.980445,0.001935,0.152009,-0.142326,
-0.213638,0.087601,1.070129,-0.166216,0.112635,0.989414,-0.047423,-0.025034,0.080716,
-0.099594,0.094559,0.887955,-0.159553,0.110827,0.979268,0.059959,-0.016269,-0.091313,
-0.147797,0.049454,0.978607,-0.158378,0.104690,0.979202,0.010581,-0.055236,-0.000595,
-0.268341,-0.045517,1.116379,-0.169374,0.089669,0.992919,-0.098967,-0.135186,0.123459,
-0.052048,0.086395,0.856003,-0.157641,0.089342,0.979228,0.105594,-0.002947,-0.123225,
-0.268707,-0.019135,0.989960,-0.168748,0.078494,0.980301,-0.099959,-0.097629,0.009659,
-0.201721,-0.032547,0.925751,-0.172045,0.067390,0.974846,-0.029676,-0.099937,-0.049095,
-0.215958,0.114838,0.939758,-0.176437,0.072135,0.971337,-0.039521,0.042703,-0.031579,
-0.185928,0.047134,1.080734,-0.177386,0.069635,0.982277,-0.008543,-0.022500,0.098457,
-0.095108,0.003815,1.072281,-0.169158,0.063053,0.991277,0.074050,-0.059238,0.081004,
-0.198639,0.136917,1.057922,-0.172106,0.070439,0.997942,-0.026533,0.066478,0.059981,
-0.118393,-0.010452,1.022949,-0.166735,0.062350,1.000443,0.048342,-0.072802,0.022507,
-0.115753,-0.055832,0.982071,-0.161637,0.050532,0.998605,0.045883,-0.106364,-0.016534,
-0.047699,0.048355,0.911652,-0.150243,0.050314,0.989910,0.102544,-0.001959,-0.078258,
-0.112183,-0.081909,1.004074,-0.146437,0.037092,0.991326,0.034254,-0.119001,0.012748,
-0.170609,-0.035614,0.890640,-0.148854,0.029821,0.981258,-0.021755,-0.065435,-0.090618,
-0.188705,0.019760,0.950928,-0.152839,0.028815,0.978225,-0.035866,-0.009055,-0.027297,
-0.138489,0.017105,1.019455,-0.151404,0.027644,0.982348,0.012915,-0.010539,0.037107,
-0.075241,0.014771,0.943268,-0.143788,0.026357,0.978440,0.068547,-0.011586,-0.035172,
-0.264481,0.032120,1.035751,-0.155857,0.026933,0.984171,-0.108624,0.005187,0.051580,
-0.131149,0.038101,0.895157,-0.153386,0.028050,0.975270,0.022237,0.010051,-0.080113,
-0.237854,-0.009964,1.085754,-0.161833,0.024249,0.986318,-0.076021,-0.034213,0.099436,
-0.053604,0.036774,0.896927,-0.151010,0.025501,0.977379,0.097406,0.011273,-0.080452,
-0.206512,0.023911,1.084702,-0.156560,0.025342,0.988111,-0.049952,-0.001431,0.096590,
-0.103134,0.035385,0.918121,-0.151218,0.026346,0.981112,0.048084,0.009039,-0.062991,
-0.165436,0.031128,0.991440,-0.152640,0.026824,0.982145,-0.012796,0.004303,0.009295,
-0.166397,0.038742,1.008087,-0.154015,0.028016,0.984739,-0.012382,0.010726,0.023348,
-0.167068,0.057236,0.961563,-0.155321,0.030938,0.982422,-0.011748,0.026298,-0.020858,
-0.177048,0.030640,0.972595,-0.157493,0.030908,0.981439,-0.019554,-0.000269,-0.008844,
-0.161774,0.001968,0.975037,-0.157921,0.028014,0.980799,-0.003852,-0.026046,-0.005762,
-0.128082,-0.026123,0.978653,-0.154937,0.022601,0.980584,0.026855,-0.048724,-0.001931,
-0.249878,0.030472,1.005356,-0.164432,0.023388,0.983061,-0.085446,0.007084,0.022295,
-0.233215,0.045013,0.992569,-0.171310,0.025550,0.984012,-0.061905,0.019463,0.008557,
-0.173630,0.042007,0.836533,-0.171542,0.027196,0.969264,-0.002088,0.014811,-0.132732,
-0.183853,0.020828,0.946030,-0.172773,0.026559,0.966941,-0.011080,-0.005731,-0.020911,
-0.161865,-0.114716,0.977341,-0.171682,0.012432,0.967981,0.009817,-0.127147,0.009360,
-0.254791,-0.053635,1.106766,-0.179993,0.005825,0.981859,-0.074798,-0.059460,0.124907,
-0.066895,-0.034073,0.916306,-0.168683,0.001835,0.975304,0.101789,-0.035908,-0.058998,
-0.384094,0.064163,0.905090,-0.190224,0.008068,0.968282,-0.193870,0.056095,-0.063192,
-0.101776,-0.066055,0.806931,-0.181380,0.000656,0.952147,0.079603,-0.066711,-0.145217,
-0.148056,-0.087906,0.982101,-0.178047,-0.008200,0.955143,0.029991,-0.079705,0.026959,
-0.132523,-0.071060,1.030350,-0.173495,-0.014486,0.962663,0.040972,-0.056574,0.067686,
-0.205948,-0.050064,0.996857,-0.176740,-0.018044,0.966083,-0.029208,-0.032020,0.030774,
-0.240829,-0.042618,1.006256,-0.183149,-0.020502,0.970100,-0.057680,-0.022116,0.036156,
-0.195648,-0.001236,0.937302,-0.184399,-0.018575,0.966820,-0.011249,0.017339,-0.029519,
-0.161163,-0.046234,0.941101,-0.182075,-0.021341,0.964248,0.020912,-0.024893,-0.023147,
-0.156815,-0.089066,0.986938,-0.179549,-0.028113,0.966517,0.022735,-0.060952,0.020421,
-0.200684,-0.109131,1.004471,-0.181663,-0.036215,0.970313,-0.019021,-0.072916,0.034158,
-0.260513,0.013702,0.942383,-0.189548,-0.031223,0.967520,-0.070966,0.044926,-0.025137,
-0.241730,-0.038940,0.997345,-0.194766,-0.031995,0.970502,-0.046964,-0.006945,0.026843,
-0.249512,-0.037216,1.010056,-0.200241,-0.032517,0.974458,-0.049271,-0.004699,0.035598,
-0.181595,-0.054382,0.944916,-0.198376,-0.034704,0.971503,0.016781,-0.019679,-0.026588,
-0.206787,-0.043732,0.964249,-0.199217,-0.035606,0.970778,-0.007570,-0.008125,-0.006529,
-0.206039,-0.046005,1.041138,-0.199899,-0.036646,0.977814,-0.006140,-0.009359,0.063324,
-0.149628,-0.058090,0.946289,-0.194872,-0.038791,0.974661,0.045244,-0.019299,-0.028372,
-0.107681,-0.120346,1.006516,-0.186153,-0.046946,0.977847,0.078472,-0.073400,0.028669,
-0.073761,-0.035034,0.941879,-0.174914,-0.045755,0.974250,0.101153,0.010721,-0.032371,
-0.206406,0.010178,1.004059,-0.178063,-0.040162,0.977231,-0.028343,0.050339,0.026828,
-0.140564,-0.019165,0.954803,-0.174313,-0.038062,0.974988,0.033749,0.018897,-0.020185,
-0.190872,-0.102386,0.984772,-0.175969,-0.044495,0.975967,-0.014903,-0.057892,0.008805,
-0.195251,-0.045944,1.001831,-0.177897,-0.044640,0.978553,-0.017354,-0.001305,0.023278,
-0.169189,-0.066956,0.974747,-0.177026,-0.046871,0.978172,0.007837,-0.020084,-0.003426,
-0.261230,-0.040314,1.022781,-0.185447,-0.046215,0.982633,-0.075784,0.005902,0.040148,
-0.162888,-0.020828,0.950668,-0.183191,-0.043677,0.979437,0.020303,0.022848,-0.028768,
-0.105499,-0.098770,0.985596,-0.175422,-0.049186,0.980053,0.069923,-0.049584,0.005543,
-0.247375,0.023376,0.787689,-0.182617,-0.041930,0.960816,-0.064758,0.065306,-0.173127,
-0.206863,-0.133469,1.052948,-0.185042,-0.051084,0.970029,-0.021822,-0.082385,0.082919,
-0.106445,-0.103668,0.963974,-0.177182,-0.056342,0.969424,0.070737,-0.047326,-0.005450,
-0.175629,-0.026672,0.979172,-0.177027,-0.053375,0.970399,0.001398,0.026703,0.008773,
-0.129883,-0.032379,0.902832,-0.172312,-0.051276,0.963642,0.042430,0.018896,-0.060810,
-0.214462,-0.054779,0.903198,-0.176527,-0.051626,0.957598,-0.037935,-0.003153,-0.054399,
-0.266937,-0.048492,0.957764,-0.185568,-0.051313,0.957614,-0.081369,0.002820,0.000149,
-0.115799,-0.137985,1.077591,-0.178591,-0.059980,0.969612,0.062792,-0.078005,0.107979,
-0.225143,-0.021362,1.016037,-0.183247,-0.056118,0.974254,-0.041897,0.034756,0.041783,
-0.211456,0.048492,0.855789,-0.186068,-0.045657,0.962408,-0.025389,0.094149,-0.106619,
-0.173401,-0.085495,1.035995,-0.184801,-0.049641,0.969767,0.011400,-0.035854,0.066229,
-0.205948,-0.055862,0.976227,-0.186916,-0.050263,0.970413,-0.019032,-0.005599,0.005814,
-0.238495,-0.012756,0.959641,-0.192074,-0.046512,0.969335,-0.046421,0.033756,-0.009695,
-0.230713,-0.091919,1.043365,-0.195937,-0.051053,0.976738,-0.034775,-0.040866,0.066627,
-0.201340,-0.067627,1.021729,-0.196478,-0.052710,0.981237,-0.004862,-0.014917,0.040491,
-0.208252,-0.005524,0.920471,-0.197655,-0.047992,0.975161,-0.010597,0.042468,-0.054690,
-0.155045,-0.118378,0.962631,-0.193394,-0.055030,0.973908,0.038350,-0.063347,-0.011277,
-0.178192,-0.106979,0.945526,-0.191874,-0.060225,0.971070,0.013682,-0.046754,-0.025544,
-0.213928,-0.070007,1.009796,-0.194079,-0.061203,0.974942,-0.019849,-0.008804,0.034854,
-0.326279,-0.061493,0.977997,-0.207299,-0.061232,0.975248,-0.118979,-0.000261,0.002749,
-0.236389,-0.122314,0.897827,-0.210208,-0.067341,0.967506,-0.026181,-0.054974,-0.069679,
-0.198044,-0.040558,0.976135,-0.208992,-0.064662,0.968369,0.010948,0.024104,0.007767,
-0.181717,-0.164261,0.980621,-0.206264,-0.074622,0.969594,0.024547,-0.089639,0.011027,
-0.216965,-0.091888,0.986359,-0.207334,-0.076349,0.971270,-0.009630,-0.015540,0.015088,
-0.155609,-0.089600,0.907135,-0.202162,-0.077674,0.964857,0.046553,-0.011926,-0.057722,
-0.259521,-0.064682,1.029968,-0.207898,-0.076375,0.971368,-0.051624,0.011693,0.058600,
-0.179062,-0.085129,0.977814,-0.205014,-0.077250,0.972013,0.025952,-0.007879,0.005801,
-0.310135,-0.078384,1.047348,-0.215526,-0.077364,0.979546,-0.094609,-0.001021,0.067802,
-0.126221,-0.149551,0.953430,-0.206596,-0.084582,0.976935,0.080375,-0.064969,-0.023504,
-0.233368,-0.082062,0.986069,-0.209273,-0.084330,0.977848,-0.024095,0.002268,0.008221,
-0.224091,-0.036041,0.932449,-0.210755,-0.079501,0.973308,-0.013336,0.043460,-0.040859,
-0.262405,-0.073471,0.998520,-0.215920,-0.078898,0.975829,-0.046486,0.005427,0.022691,
-0.208542,-0.109116,1.042801,-0.215182,-0.081920,0.982526,0.006640,-0.027196,0.060274,
-0.122467,-0.077438,0.883713,-0.205910,-0.081472,0.972645,0.083443,0.004034,-0.088932,
-0.235504,-0.111481,0.963730,-0.208870,-0.084473,0.971754,-0.026634,-0.027008,-0.008024,
-0.220459,-0.075684,0.903381,-0.210029,-0.083594,0.964916,-0.010430,0.007910,-0.061535,
-0.164871,-0.125107,0.983322,-0.205513,-0.087745,0.966757,0.040642,-0.037362,0.016565,
-0.224625,-0.009186,0.873032,-0.207424,-0.079889,0.957384,-0.017200,0.070703,-0.084353,
-0.132874,-0.202484,1.082077,-0.199969,-0.092149,0.969854,0.067096,-0.110335,0.112223,
-0.192657,-0.073975,1.018951,-0.199238,-0.090331,0.974763,0.006580,0.016357,0.044188,
-0.118576,-0.049438,0.968185,-0.191172,-0.086242,0.974106,0.072596,0.036804,-0.005920,
-0.211411,-0.119934,0.990662,-0.193196,-0.089611,0.975761,-0.018215,-0.030323,0.014900,
-0.193634,-0.103790,0.933517,-0.193239,-0.091029,0.971537,-0.000395,-0.012761,-0.038019,
-0.166351,-0.079178,0.966064,-0.190551,-0.089844,0.970990,0.024199,0.010666,-0.004925,
-0.125351,-0.042953,0.983795,-0.184031,-0.085155,0.972270,0.058680,0.042201,0.011525,
-0.065872,-0.119278,0.973434,-0.172215,-0.088567,0.972387,0.106343,-0.030711,0.001048,
-0.159988,-0.116409,0.994125,-0.170992,-0.091351,0.974560,0.011004,-0.025058,0.019565,
-0.201004,-0.046356,0.970245,-0.173993,-0.086852,0.974129,-0.027011,0.040496,-0.003884,
-0.151627,-0.150833,1.016251,-0.171757,-0.093250,0.978341,0.020130,-0.057583,0.037909,
-0.122467,-0.051468,0.964233,-0.166828,-0.089072,0.976930,0.044361,0.037604,-0.012697,
-0.215622,-0.134598,1.065674,-0.171707,-0.093624,0.985805,-0.043915,-0.040973,0.079869,
-0.062241,-0.220016,1.084946,-0.160760,-0.106264,0.995719,0.098520,-0.113753,0.089227,
0.021927,-0.072586,0.932419,-0.142492,-0.102896,0.989389,0.164419,0.030310,-0.056970,
-0.121399,0.045959,0.898102,-0.140382,-0.088010,0.980260,0.018984,0.133970,-0.082158,
-0.188004,-0.096405,1.018250,-0.145145,-0.088850,0.984059,-0.042859,-0.007555,0.034190,
-0.115234,-0.111511,0.958054,-0.142154,-0.091116,0.981458,0.026919,-0.020395,-0.023405,
-0.110687,-0.135574,0.994843,-0.139007,-0.095562,0.982797,0.028320,-0.040013,0.012046,
-0.110321,-0.083542,1.033661,-0.136138,-0.094360,0.987883,0.025817,0.010818,0.045778,
0.015732,-0.105530,0.962280,-0.120951,-0.095477,0.985323,0.136683,-0.010053,-0.023043,
-0.125839,-0.085999,1.021729,-0.121440,-0.094529,0.988964,-0.004399,0.008530,0.032765,
-0.052856,-0.085266,0.935730,-0.114582,-0.093603,0.983640,0.061725,0.008337,-0.047910,
-0.044449,-0.114944,0.958817,-0.107568,-0.095737,0.981158,0.063120,-0.019208,-0.022341,
-0.060669,-0.082458,0.969131,-0.102879,-0.094409,0.979955,0.042210,0.011951,-0.010824,
-0.046158,-0.080963,0.980118,-0.097206,-0.093064,0.979971,0.051049,0.012101,0.000146,
-0.050720,-0.151566,0.997604,-0.092558,-0.098915,0.981735,0.041838,-0.052651,0.015870,
-0.059814,-0.091782,0.975159,-0.089283,-0.098201,0.981077,0.029469,0.006420,-0.005918,
-0.136658,-0.072495,1.114075,-0.094021,-0.095631,0.994377,-0.042637,0.023136,0.119698,
-0.021820,-0.162582,1.041351,-0.086801,-0.102326,0.999074,0.064981,-0.060257,0.042277,
-0.054291,-0.048111,0.873230,-0.083550,-0.096904,0.986490,0.029259,0.048793,-0.113260,
-0.101746,-0.123306,0.961273,-0.085369,-0.099544,0.983968,-0.016376,-0.023762,-0.022695,
0.051010,-0.075470,0.929810,-0.071731,-0.097137,0.978552,0.122742,0.021667,-0.048743,
-0.066711,-0.090729,1.022400,-0.071229,-0.096496,0.982937,0.004518,0.005767,0.039463,
-0.030716,-0.086014,0.996094,-0.067178,-0.095448,0.984253,0.036462,0.009434,0.011841,
0.041840,-0.134308,0.903748,-0.056276,-0.099334,0.976202,0.098116,-0.034974,-0.072455,
-0.105804,-0.027283,0.981857,-0.061229,-0.092129,0.976768,-0.044575,0.064846,0.005090,
0.018250,-0.125626,1.036453,-0.053281,-0.095479,0.982736,0.071531,-0.030147,0.053717,
0.032516,-0.165848,1.007477,-0.044701,-0.102515,0.985210,0.077218,-0.063332,0.022266,
-0.118286,-0.003967,1.007095,-0.052060,-0.092661,0.987399,-0.066226,0.088693,0.019696,
-0.057480,-0.049377,0.972748,-0.052602,-0.088332,0.985934,-0.004878,0.038955,-0.013186,
-0.003067,-0.134995,1.002823,-0.047648,-0.092999,0.987623,0.044581,-0.041996,0.015200,
-0.030624,-0.088196,0.955704,-0.045946,-0.092518,0.984431,0.015322,0.004322,-0.028727,
-0.088211,-0.121811,0.980133,-0.050173,-0.095448,0.984001,-0.038039,-0.026363,-0.003868,
-0.056519,-0.151764,0.996567,-0.050807,-0.101079,0.985258,-0.005711,-0.050685,0.011309,
-0.111313,-0.094116,1.004227,-0.056858,-0.100383,0.987154,-0.054455,0.006267,0.017072,
-0.055099,0.004456,0.988922,-0.056682,-0.089899,0.987331,0.001582,0.094355,0.001591,
0.029251,-0.186249,1.065811,-0.048089,-0.099534,0.995179,0.077340,-0.086715,0.070632,
-0.089340,-0.126236,1.023529,-0.052214,-0.102204,0.998014,-0.037126,-0.024032,0.025515,
-0.038315,-0.003448,0.862076,-0.050824,-0.092329,0.984420,0.012509,0.088880,-0.122345,
-0.046814,-0.124557,1.073212,-0.050423,-0.095552,0.993300,0.003609,-0.029006,0.079912,
-0.031372,-0.059891,0.967224,-0.048518,-0.091985,0.990692,0.017146,0.032095,-0.023468,
-0.029877,-0.101089,0.991348,-0.046654,-0.092896,0.990758,0.016777,-0.008194,0.000591,
-0.082932,-0.068848,0.992416,-0.050281,-0.090491,0.990923,-0.032650,0.021643,0.001493,
-0.028015,-0.017593,0.945099,-0.048055,-0.083201,0.986341,0.020040,0.065608,-0.041242,
0.044662,-0.105148,1.020721,-0.038783,-0.085396,0.989779,0.083446,-0.019752,0.030942,
-0.001068,-0.128326,1.004730,-0.035012,-0.089689,0.991274,0.033943,-0.038637,0.013456,
-0.044754,-0.043503,0.950150,-0.035986,-0.085070,0.987162,-0.008768,0.041568,-0.037012,
-0.068405,-0.070282,0.994553,-0.039228,-0.083592,0.987901,-0.029177,0.013310,0.006652,
0.007645,-0.136673,0.985214,-0.034541,-0.088900,0.987632,0.042185,-0.047773,-0.002418,
-0.079330,-0.091110,1.021271,-0.039020,-0.089121,0.990996,-0.040311,-0.001989,0.030275,
-0.072174,-0.057175,0.998306,-0.042335,-0.085926,0.991727,-0.029839,0.028751,0.006579,
-0.078125,-0.069534,1.006256,-0.045914,-0.084287,0.993180,-0.032211,0.014753,0.013076,
0.054642,-0.093018,0.962540,-0.035858,-0.085160,0.990116,0.090500,-0.007858,-0.027576,
-0.002731,-0.101166,0.991608,-0.032546,-0.086761,0.990265,0.029814,-0.014405,0.001343,
-0.089523,-0.053192,0.972473,-0.038243,-0.083404,0.988486,-0.051280,0.030212,-0.016013,
0.008881,-0.091125,1.033020,-0.033531,-0.084176,0.992939,0.042412,-0.006950,0.040081,
0.088699,-0.076813,0.972580,-0.021308,-0.083440,0.990903,0.110007,0.006627,-0.018323,
-0.045609,-0.023636,0.965683,-0.023738,-0.077459,0.988381,-0.021870,0.053823,-0.022698,
-0.093307,-0.037216,0.986023,-0.030695,-0.073435,0.988145,-0.062612,0.036219,-0.002123,
-0.045349,-0.185867,1.049286,-0.032160,-0.084678,0.994260,-0.013189,-0.101189,0.055026,
-0.022400,-0.036118,0.963089,-0.031184,-0.079822,0.991142,0.008784,0.043705,-0.028053,
0.017654,-0.089050,1.019272,-0.026300,-0.080745,0.993955,0.043955,-0.008305,0.025316,
0.004807,-0.134064,0.968414,-0.023190,-0.086077,0.991401,0.027996,-0.047987,-0.022987,
-0.073914,-0.039459,0.981339,-0.028262,-0.081415,0.990395,-0.045651,0.041956,-0.009057,
0.083282,-0.125626,1.017395,-0.017108,-0.085836,0.993095,0.100390,-0.039790,0.024300,
0.123596,-0.082382,0.964127,-0.003037,-0.085491,0.990198,0.126634,0.003109,-0.026072,
-0.125229,-0.121628,1.035919,-0.015256,-0.089104,0.994770,-0.109972,-0.032523,0.041149,
-0.016296,-0.029999,0.870468,-0.015360,-0.083194,0.982340,-0.000936,0.053195,-0.111872,
0.087219,-0.037567,0.942566,-0.005102,-0.078631,0.978363,0.092322,0.041064,-0.035797,
-0.185379,-0.308228,1.133942,-0.023130,-0.101591,0.993921,-0.162249,-0.206637,0.140021,
-0.058762,0.015320,0.949356,-0.026693,-0.089900,0.989464,-0.032068,0.105220,-0.040108,
0.055344,-0.113525,0.985458,-0.018490,-0.092262,0.989064,0.073833,-0.021263,-0.003605,
-0.082581,-0.132690,1.012817,-0.024899,-0.096305,0.991439,-0.057682,-0.036385,0.021378,
0.006653,-0.114517,1.060837,-0.021744,-0.098126,0.998379,0.028396,-0.016391,0.062458,
-0.003815,-0.034042,0.908081,-0.019951,-0.091718,0.989349,0.016136,0.057676,-0.081268,
0.029144,-0.118179,0.977341,-0.015041,-0.094364,0.988148,0.044185,-0.023815,-0.010807,
-0.012787,-0.130371,1.033218,-0.014816,-0.097965,0.992655,0.002029,-0.032406,0.040563,
-0.052231,-0.109390,0.981339,-0.018557,-0.099107,0.991523,-0.033674,-0.010283,-0.010185,
-0.063278,-0.052505,0.956955,-0.023029,-0.094447,0.988067,-0.040249,0.041942,-0.031112,
-0.013077,-0.074387,0.967575,-0.022034,-0.092441,0.986017,0.008957,0.018054,-0.018442,
-0.003906,-0.119003,1.005600,-0.020221,-0.095097,0.987976,0.016315,-0.023906,0.017624,
-0.056168,-0.110321,1.001038,-0.023816,-0.096620,0.989282,-0.032352,-0.013701,0.011756,
-0.130981,-0.031052,0.961929,-0.034532,-0.090063,0.986547,-0.096449,0.059011,-0.024617,
-0.023972,-0.092484,0.984406,-0.033476,-0.090305,0.986333,0.009505,-0.002179,-0.001927,
0.036026,-0.108536,0.980270,-0.026526,-0.092128,0.985726,0.062552,-0.016408,-0.005456,
-0.029709,-0.068787,1.035339,-0.026844,-0.089794,0.990688,-0.002864,0.021007,0.044652,
0.031403,-0.083267,0.978958,-0.021020,-0.089141,0.989515,0.052422,0.005874,-0.010557,
-0.051117,-0.092392,0.983139,-0.024029,-0.089466,0.988877,-0.027088,-0.002926,-0.005738,
-0.020401,-0.119431,1.017242,-0.023667,-0.092463,0.991714,0.003266,-0.026968,0.025529,
0.008911,-0.102707,0.990768,-0.020409,-0.093487,0.991619,0.029320,-0.009220,-0.000851,
-0.019302,-0.021103,0.940308,-0.020298,-0.086249,0.986488,0.000996,0.065146,-0.046180,
-0.005051,-0.130066,1.041168,-0.018773,-0.090630,0.991956,0.013723,-0.039435,0.049212,
-0.050507,-0.122253,1.016968,-0.021947,-0.093793,0.994457,-0.028560,-0.028461,0.022511,
-0.005997,-0.050812,0.940781,-0.020352,-0.089495,0.989090,0.014355,0.038683,-0.048309,
0.037842,-0.117813,0.991226,-0.014532,-0.092326,0.989303,0.052374,-0.025487,0.001923,
0.019714,-0.080658,1.001480,-0.011108,-0.091160,0.990521,0.030822,0.010502,0.010959,
-0.025009,-0.090393,1.017868,-0.012498,-0.091083,0.993256,-0.012511,0.000690,0.024612,
-0.063629,-0.078598,0.993713,-0.017611,-0.089834,0.993301,-0.046018,0.011236,0.000412,
-0.029831,-0.105072,0.960831,-0.018833,-0.091358,0.990054,-0.010998,-0.013714,-0.029224,
0.020081,-0.149353,0.999283,-0.014942,-0.097158,0.990977,0.035022,-0.052195,0.008306,
0.007477,-0.051132,0.972427,-0.012700,-0.092555,0.989122,0.020177,0.041423,-0.016695,
-0.039062,-0.049698,0.977859,-0.015336,-0.088269,0.987996,-0.023726,0.038572,-0.010136,
0.008392,-0.148621,1.023804,-0.012963,-0.094305,0.991577,0.021356,-0.054316,0.032227,
-0.013260,-0.090302,0.977585,-0.012993,-0.093904,0.990178,-0.000267,0.003603,-0.012593,
0.046112,-0.074539,0.950439,-0.007082,-0.091968,0.986204,0.053194,0.017429,-0.035764,
-0.030945,-0.105637,1.018967,-0.009469,-0.093335,0.989480,-0.021476,-0.012302,0.029487,
0.018692,-0.082489,1.012329,-0.006653,-0.092250,0.991765,0.025345,0.009761,0.020564,
0.063934,-0.114777,1.035812,0.000406,-0.094503,0.996170,0.063528,-0.020274,0.039643,
0.025253,-0.028336,0.923111,0.002891,-0.087886,0.988864,0.022362,0.059550,-0.065753,
0.014145,-0.052582,1.003082,0.004016,-0.084356,0.990286,0.010129,0.031774,0.012797,
-0.079025,-0.053375,1.034637,-0.004288,-0.081258,0.994721,-0.074737,0.027882,0.039917,
0.039886,-0.106430,0.992111,0.000130,-0.083775,0.994460,0.039757,-0.022655,-0.002349,
0.054535,-0.104309,0.961685,0.005570,-0.085828,0.991182,0.048965,-0.018481,-0.029497,
-0.095001,-0.010895,0.988678,-0.004487,-0.078335,0.990932,-0.090514,0.067440,-0.002254,
0.098892,-0.211426,1.057922,0.005851,-0.091644,0.997631,0.093041,-0.119782,0.060291,
-0.063339,-0.038895,1.015915,-0.001068,-0.086369,0.999459,-0.062271,0.047474,0.016456,
-0.020523,-0.032059,0.994614,-0.003014,-0.080938,0.998975,-0.017509,0.048879,-0.004361,
-0.020126,-0.012863,0.912613,-0.004725,-0.074131,0.990339,-0.015401,0.061267,-0.077726,
-0.017151,-0.081726,1.009979,-0.005968,-0.074890,0.992303,-0.011183,-0.006836,0.017677,
-0.114197,-0.082779,1.023788,-0.016790,-0.075679,0.995451,-0.097406,-0.007100,0.028337,
0.007767,-0.118744,0.992889,-0.014335,-0.079985,0.995195,0.022101,-0.038758,-0.002306,
-0.034531,-0.068985,1.028381,-0.016354,-0.078885,0.998514,-0.018176,0.009900,0.029868,
-0.102386,-0.064514,1.024673,-0.024958,-0.077448,1.001130,-0.077429,0.012934,0.023544,
0.034805,-0.122421,1.016876,-0.018981,-0.081946,1.002704,0.053787,-0.040476,0.014172,
0.041153,-0.081207,0.961288,-0.012968,-0.081872,0.998563,0.054121,0.000664,-0.037274,
0.004929,-0.102585,1.025223,-0.011178,-0.083943,1.001229,0.016107,-0.018642,0.023994,
-0.046021,-0.069794,0.964218,-0.014662,-0.082528,0.997528,-0.031358,0.012734,-0.033310,
-0.096191,-0.040253,0.968307,-0.022815,-0.078301,0.994606,-0.073376,0.038048,-0.026298,
-0.007584,-0.114761,0.956238,-0.021292,-0.081947,0.990769,0.013709,-0.032815,-0.034531,
-0.011475,-0.100449,1.000381,-0.020310,-0.083797,0.991730,0.008836,-0.016652,0.008651,
-0.068573,-0.081406,1.016327,-0.025137,-0.083558,0.994190,-0.043436,0.002152,0.022137,
0.074066,-0.096344,0.938141,-0.015216,-0.084836,0.988585,0.089283,-0.011508,-0.050444,
-0.060318,-0.024612,1.027618,-0.019727,-0.078814,0.992488,-0.040591,0.054202,0.035130,
-0.028427,-0.146973,1.017471,-0.020597,-0.085630,0.994987,-0.007831,-0.061343,0.022485,
-0.000259,-0.058182,0.938934,-0.018563,-0.082885,0.989381,0.018303,0.024703,-0.050447,
-0.000565,-0.080521,0.975632,-0.016763,-0.082649,0.988006,0.016198,0.002128,-0.012375,
-0.039673,-0.116547,0.977615,-0.019054,-0.086038,0.986967,-0.020619,-0.030508,-0.009352,
-0.037720,-0.103943,1.018890,-0.020921,-0.087829,0.990160,-0.016799,-0.016114,0.028731,
-0.046432,-0.100494,1.015793,-0.023472,-0.089095,0.992723,-0.022961,-0.011399,0.023070,
0.019989,-0.168365,0.975830,-0.019126,-0.097022,0.991034,0.039115,-0.071343,-0.015204,
-0.005920,0.029251,0.820648,-0.017805,-0.084395,0.973995,0.011885,0.113646,-0.153347,
-0.022018,-0.088547,1.000153,-0.018227,-0.084810,0.976611,-0.003792,-0.003737,0.023542,
